variableMetadata	accession	description	uniprot_id	limmaM_WT.LAT_diff	limmaM_WT.LAT_BH	limmaM_WT.LAT_signif	limmaF_WT.LAT_diff	limmaF_WT.LAT_BH	limmaF_WT.LAT_signif	limmaWT_M.F_diff_LAT	limmaWT_M.F_BH_LAT	limmaWT_M.F_signif_LAT	limmaLAT_M.F_diff	limmaLAT_M.F_BH	limmaLAT_M.F_signif	limma2ways_WT.MX2_diff	limma2ways_WT.MX2_BH	limma2ways_WT.MX2_signif	limma2ways_M.F_diff_MX2	limma2ways_M.F_BH_MX2	limma2ways_M.F_signif_MX2	OPLSDA_VIP-pred_LAT	OPLSDA_VIP-pred_MX2	biosign_plsda_LAT	biosign_forest_LAT	biosign_svm_LAT	biosign_plsda_MX2	biosign_forest_MX2	biosign_svm_MX2
P50396_Rab GDP dissociation inh.	sp|P50396|GDIA_MOUSE	Rab GDP dissociation inhibitor alpha  OS=Mus musculus (Mouse) GN=Gdi1 PE=1 SV=3	P50396	-0.109056521482589	0.596399535215131	0	0.093549133200753	0.325407886116386	0	0.00556741179817521	0.956031022900412	0	0.208173066481518	0.0139274823608222	1	-0.00212808007854548	0.992462954970265	0	-0.0183752161271968	0.737819160789718	0	0.322567607216243	0.177422182168623	E	E	E	E	E	E
O08914_Fatty-acid amide hydrola.	sp|O08914|FAAH1_MOUSE	Fatty-acid amide hydrolase 1  OS=Mus musculus (Mouse) GN=Faah PE=1 SV=1	O08914	-0.101778031389674	0.645666424706124	0	0.149973531040757	0.07654844350417	0	-0.125433674204761	0.0835243387453086	0	0.126317888225671	0.219068331361165	0	-0.00497248986454935	0.98571306548771	0	-0.0731658023908857	0.168002903874992	0	0.695965399089284	0.0285002331486112	E	E	E	E	E	E
Q8K010_5-oxoprolinase	sp|Q8K010|OPLA_MOUSE	5-oxoprolinase  OS=Mus musculus (Mouse) GN=Oplah PE=1 SV=1	Q8K010	0.0775282673464162	0.859711453781949	0	0.119000446159031	0.598677152823082	0	-0.314499807062862	0.074248856904942	0	-0.273027628250247	0.231771451927204	0	-0.130882051251927	0.697364882252959	0	-0.393099925931477	0.056291914984187	0	0.5045160256671	0.349089825458813	E	E	E	E	E	E
Q91W64_Cytochrome P450 2C70	sp|Q91W64|CP270_MOUSE	Cytochrome P450 2C70  OS=Mus musculus (Mouse) GN=Cyp2c70 PE=1 SV=2	Q91W64	-0.0130298367019428	0.982925371411243	0	0.0663648102511409	0.553219820577144	0	-0.0637469667025741	0.596610240226313	0	0.0156476802505097	0.945758381641147	0	0.135805260393866	0.0908798768619719	0	-0.0903940416475564	0.160670299357047	0	0.470949080019402	1.22404702425766	E	E	E	E	E	E
O88451_Retinol dehydrogenase 7	sp|O88451|RDH7_MOUSE	Retinol dehydrogenase 7  OS=Mus musculus (Mouse) GN=Rdh7 PE=1 SV=1	O88451	-0.0062193298778439	0.974953156543705	0	-0.142267165160632	0.0505035131215835	0	0.0980259085102269	0.0576296079399359	0	-0.0380219267725614	0.655160890308009	0	-0.0203784793834885	0.698811274268113	0	0.0632291945092582	0.11283368584461	0	1.39113707455105	0.307560496056137	E	E	E	E	E	E
Q64471_Glutathione S-transferas.	sp|Q64471|GSTT1_MOUSE	Glutathione S-transferase theta-1  OS=Mus musculus (Mouse) GN=Gstt1 PE=1 SV=4	Q64471	0.0191716343779724	0.959401511735153	0	-0.114998828813359	0.393778245273231	0	0.469903117242247	0.00083439317920565	1	0.335732654050915	0.0139274823608222	1	0.00336270620884704	0.86792241228491	0	0.531965230534631	1.64460549666148e-09	1	0.263546200603088	0.155466772021239	E	E	E	E	E	E
Q91X44_Glucokinase regulatory p.	sp|Q91X44|GCKR_MOUSE	Glucokinase regulatory protein  OS=Mus musculus (Mouse) GN=Gckr PE=1 SV=3	Q91X44	0.0591802083548139	0.760819127153578	0	0.148552776175308	0.228154664361445	0	-0.0774131793579187	0.447177420083785	0	0.011959388462575	0.923900133781911	0	0.122795231581268	0.176091450119362	0	-0.0515922674755451	0.478967229876081	0	1.14925600541493	1.52787775838743	E	E	E	E	E	E
O54749_Cytochrome P450 2J5	sp|O54749|CP2J5_MOUSE	Cytochrome P450 2J5  OS=Mus musculus (Mouse) GN=Cyp2j5 PE=1 SV=1	O54749	0.0426069831232994	0.842428923183891	0	0.0657636000372079	0.635758648837746	0	-0.555660799784651	0.000113911607932954	1	-0.532504182870742	0.00040697145459165	1	-0.0442649907202153	0.860069560459119	0	-0.60555773102579	4.51465224044529e-09	1	0.210363370331194	0.364159625655228	E	E	E	E	E	E
P47740_Fatty aldehyde dehydroge.	sp|P47740|AL3A2_MOUSE	Fatty aldehyde dehydrogenase  OS=Mus musculus (Mouse) GN=Aldh3a2 PE=1 SV=2	P47740	0.0873524567359887	0.862545826898324	0	-0.20245177657943	0.406300073125475	0	0.162458061990936	0.37937749265055	0	-0.127346171324483	0.659903424715284	0	0.0532404095502592	0.79854868147453	0	0.234029295179468	0.0401393167180554	1	0.677055907596233	0.338425011439773	E	E	E	E	E	E
O54734_Dolichyl-diphosphooligos.	sp|O54734|OST48_MOUSE	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit  OS=Mus musculus (Mouse) GN=Ddost PE=1 SV=2	O54734	-0.0871144062917573	0.67796608108923	0	-0.0228315327115673	0.80025443112792	0	0.109235999408217	0.22108770311198	0	0.173518872988407	0.0195243123664439	1	-0.0284081471394018	0.680787559761178	0	0.146816131520051	0.00862859676295137	1	0.727738894915089	0.451106482622468	E	E	E	E	E	E
P40936_Indolethylamine N-methyl.	sp|P40936|INMT_MOUSE	Indolethylamine N-methyltransferase  OS=Mus musculus (Mouse) GN=Inmt PE=1 SV=1	P40936	0.0729521246740426	0.859711453781949	0	-0.016800247058633	0.911277674021001	0	-0.00167838092249895	0.994178194629023	0	-0.0914307526551745	0.443196012315157	0	-0.0232497101243396	0.893011069042745	0	-0.0298955729803403	0.797871357494509	0	0.643706154870446	0.241616091784043	E	E	E	E	E	E
Q9CXF0_Kynureninase	sp|Q9CXF0|KYNU_MOUSE	Kynureninase  OS=Mus musculus (Mouse) GN=Kynu PE=1 SV=3	Q9CXF0	0.0819595465556446	0.666282617562849	0	0.0149622143384534	0.875200778376066	0	-0.106277184919694	0.16828348724167	0	-0.173274517136885	0.0271136876681655	1	0.0538303322132592	0.379033459752222	0	-0.116295569469251	0.0217012893605123	1	0.364552050375004	0.696178219168118	E	E	E	E	E	E
Q99KQ4_Nicotinamide phosphoribo.	sp|Q99KQ4|NAMPT_MOUSE	Nicotinamide phosphoribosyltransferase  OS=Mus musculus (Mouse) GN=Nampt PE=1 SV=1	Q99KQ4	0.0795959876887302	0.756224190055975	0	-0.048461071532607	0.755286767404251	0	0.525072331010755	0.000384438440186562	1	0.397015271789417	0.00835501825536453	1	-0.03303443964192	0.680787559761178	0	0.430821762198153	4.5312211567648e-06	1	0.251489187784778	0.0306620287319241	E	E	E	E	E	E
P52840_Sulfotransferase 1A1	sp|P52840|ST1A1_MOUSE	Sulfotransferase 1A1  OS=Mus musculus (Mouse) GN=Sult1a1 PE=1 SV=1	P52840	0.355250123514129	0.437675047525891	0	0.112229874433183	0.589690210784858	0	1.01333216904048	1.39250706603949e-05	1	0.770311919959539	0.00171023298054404	1	0.222009636021099	0.213438214907894	0	0.962649999616566	5.02802960511621e-09	1	0.969518390554061	0.949583435009119	E	E	E	E	E	E
Q01405_Protein transport protei.	sp|Q01405|SC23A_MOUSE	Protein transport protein Sec23A  OS=Mus musculus (Mouse) GN=Sec23a PE=1 SV=2	Q01405	-0.00186035642974502	0.99644968593922	0	0.24624949071368	0.0463701441796945	1	-0.217320548364142	0.0377212474331155	1	0.0307892987792826	0.78389329356411	0	0.135902941030512	0.0608226383485218	0	-0.256464604422177	0.000161308284387521	1	1.38138742493569	1.10814499484626	E	E	E	E	E	E
Q99PG0_Arylacetamide deacetylase	sp|Q99PG0|AAAD_MOUSE	Arylacetamide deacetylase  OS=Mus musculus (Mouse) GN=Aadac PE=1 SV=3	Q99PG0	0.0109059215978569	0.967507245250894	0	0.023026740596066	0.81551362941579	0	-0.170748332696807	0.0142472180658829	1	-0.158627513698598	0.100408904952913	0	0.0386071144513664	0.42048935645824	0	-0.208426106512952	2.53894736532856e-05	1	0.343221962506962	0.455328449275721	E	E	E	E	E	E
P50172_Corticosteroid 11-beta-d.	sp|P50172|DHI1_MOUSE	Corticosteroid 11-beta-dehydrogenase isozyme 1  OS=Mus musculus (Mouse) GN=Hsd11b1 PE=1 SV=3	P50172	-0.0115649054615403	0.974953156543705	0	0.00947435919331241	0.960231758347292	0	0.287587699584233	0.00801140107364385	1	0.308626964239085	0.0164880673471392	1	0.0371611744645826	0.837342285139035	0	0.367738529363571	6.48314117575972e-06	1	0.396700442137899	0.452654104515647	E	E	E	E	E	E
O88569_Heterogeneous nuclear ri.	sp|O88569|ROA2_MOUSE	Heterogeneous nuclear ribonucleoproteins A2/B1  OS=Mus musculus (Mouse) GN=Hnrnpa2b1 PE=1 SV=2	O88569	-0.0609740574617135	0.725845375156762	0	-0.14581872129985	0.142882506860269	0	0.244784425012163	0.0124632127250496	1	0.159939761174027	0.033618798487776	1	-0.071859425456271	0.302679667963085	0	0.222101374561401	0.000555504060709973	1	1.14201120856939	0.776461702736379	E	E	E	E	E	E
P45952_Medium-chain specific ac.	sp|P45952|ACADM_MOUSE	Medium-chain specific acyl-CoA dehydrogenase, mitochondrial  OS=Mus musculus (Mouse) GN=Acadm PE=1 SV=1	P45952	0.159495032518556	0.571459571996972	0	-0.0973272543551928	0.206388224374441	0	0.15892494066556	0.0552307877389068	0	-0.0978973462081889	0.295657663307723	0	0.0584104724007553	0.352190738171781	0	0.138731194300373	0.00289065359956112	1	0.160679105457352	0.961248118269506	E	E	E	E	E	E
Q76MZ3_Serine/threonine-protein.	sp|Q76MZ3|2AAA_MOUSE	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform  OS=Mus musculus (Mouse) GN=Ppp2r1a PE=1 SV=3	Q76MZ3	0.00069875596507174	0.99644968593922	0	0.0723663819896103	0.466173309081344	0	-0.0504545378855248	0.500275629718491	0	0.0212130881390138	0.810910823553248	0	0.127141304633867	0.0443732985669212	1	-0.0832583890881047	0.100605288314083	0	0.810633646704796	1.54758316948812	E	E	E	E	E	E
Q9CW42_Mitochondrial amidoxime-.	sp|Q9CW42|MARC1_MOUSE	Mitochondrial amidoxime-reducing component 1  OS=Mus musculus (Mouse) GN=Marc1 PE=1 SV=2	Q9CW42	0.0120007761491259	0.974953156543705	0	0.0821673539552776	0.439075781463691	0	-0.0824543159887696	0.343803193019583	0	-0.0122877381826179	0.929921797352782	0	0.0602005865405815	0.389742722470018	0	-0.0512357451546563	0.353590256301549	0	0.811412622379964	0.897593416361801	E	E	E	E	E	E
P14152_Malate dehydrogenase, cy.	sp|P14152|MDHC_MOUSE	Malate dehydrogenase, cytoplasmic  OS=Mus musculus (Mouse) GN=Mdh1 PE=1 SV=3	P14152	0.00802821995231184	0.974953156543705	0	-0.0169146548918278	0.895860774842731	0	0.0395644878245882	0.640269260624794	0	0.0146216129804486	0.872369335796591	0	-0.00148238149405699	0.97185916526747	0	0.0554725316551163	0.287298509203079	0	0.125913988285098	0.0959106108747578	E	E	E	E	E	E
Q9DCD0_6-phosphogluconate dehyd.	sp|Q9DCD0|6PGD_MOUSE	6-phosphogluconate dehydrogenase, decarboxylating  OS=Mus musculus (Mouse) GN=Pgd PE=1 SV=3	Q9DCD0	-0.0675382885163138	0.739094250020521	0	-0.0576567015846194	0.652273446235865	0	0.0521271577191733	0.632555176003961	0	0.0620087446508677	0.535591122145714	0	0.0224199534742979	0.852763292146465	0	0.10450100329718	0.0957885524239661	0	1.01685356844912	0.19672048469051	E	E	E	E	E	E
Q91YT0_NADH dehydrogenase [ubiq.	sp|Q91YT0|NDUV1_MOUSE	NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial  OS=Mus musculus (Mouse) GN=Ndufv1 PE=1 SV=1	Q91YT0	-0.0583424800654164	0.673784043898237	0	-0.0248642378398536	0.791632649352695	0	-0.18029282073255	0.00830414948136253	1	-0.146814578506987	0.0622418355630122	0	0.0156203111263942	0.659195387382198	0	-0.194281094221619	2.59251063673427e-06	1	0.720322016167985	0.0623296077567532	E	E	E	E	E	E
P10630_Eukaryotic initiation fa.	sp|P10630|IF4A2_MOUSE	Eukaryotic initiation factor 4A-II  OS=Mus musculus (Mouse) GN=Eif4a2 PE=1 SV=2	P10630	-0.0660900836315719	0.725845375156762	0	-0.112350873630497	0.381323259624384	0	-0.0432289488185589	0.666809615603076	0	-0.089489738817484	0.441216658895492	0	-0.0601737525536024	0.41335160462529	0	0.0407755168435244	0.482704543125453	0	1.39514188641142	0.993478419017018	E	E	E	E	E	E
P80316_T-complex protein 1 subu.	sp|P80316|TCPE_MOUSE	T-complex protein 1 subunit epsilon  OS=Mus musculus (Mouse) GN=Cct5 PE=1 SV=1	P80316	-0.0117056161760303	0.946802564812392	0	-0.0345497817589759	0.69632664936175	0	0.0817563713219691	0.171093354694374	0	0.0589122057390234	0.47524635459084	0	-0.0103796374936316	0.834540641110862	0	0.045198661573238	0.211060164930021	0	0.476445920996348	0.301485214191847	E	E	E	E	E	E
Q91WN4_Kynurenine 3-monooxygena.	sp|Q91WN4|KMO_MOUSE	Kynurenine 3-monooxygenase  OS=Mus musculus (Mouse) GN=Kmo PE=1 SV=1	Q91WN4	-0.0280440098018602	0.84777972950774	0	-0.0210349000169785	0.821439124309222	0	-0.191174516882047	0.00850139606536127	1	-0.184165407097165	0.0227216189729216	1	0.0133489593566445	0.804362433406574	0	-0.137667415032954	0.00564355183992683	1	0.628214992515663	0.176228853431626	E	E	E	E	E	E
P53395_Lipoamide acyltransferas.	sp|P53395|ODB2_MOUSE	Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial  OS=Mus musculus (Mouse) GN=Dbt PE=1 SV=2	P53395	0.1295773477257	0.616209714547821	0	0.0213460372142542	0.90400758744785	0	0.154561088000392	0.0784268589809376	0	0.0463297774889462	0.790323899858642	0	0.0640024469087912	0.390411051983598	0	0.0844439456608725	0.135691104266736	0	1.1890648161972	1.05101804418522	E	E	E	E	E	E
Q920E5_Farnesyl pyrophosphate s.	sp|Q920E5|FPPS_MOUSE	Farnesyl pyrophosphate synthase  OS=Mus musculus (Mouse) GN=Fdps PE=1 SV=1	Q920E5	0.0314318817268884	0.935782474221918	0	0.139309414920444	0.380189487117047	0	0.0266425286781313	0.878208541840986	0	0.134520061871687	0.29948377054836	0	0.118914212340929	0.44776186660096	0	0.0303726222375431	0.846889949654222	0	0.589463079201453	0.874525661044956	E	E	E	E	E	E
Q99L04_Dehydrogenase/reductase .	sp|Q99L04|DHRS1_MOUSE	Dehydrogenase/reductase SDR family member 1  OS=Mus musculus (Mouse) GN=Dhrs1 PE=1 SV=1	Q99L04	-0.139243534733499	0.479637892318175	0	-0.0710827180843943	0.507869248748775	0	0.0139090457626772	0.864734795571224	0	0.0820698624117817	0.41786873235498	0	-0.019142442720586	0.809826299557749	0	0.0721152673377574	0.220761986004304	0	1.86472209346303	0.734255198512706	E	E	E	E	E	E
P97429_Annexin A4	sp|P97429|ANXA4_MOUSE	Annexin A4  OS=Mus musculus (Mouse) GN=Anxa4 PE=1 SV=4	P97429	-0.0908151246772597	0.635235750687369	0	-0.132471019767646	0.112777470497362	0	0.0718717430339915	0.400001955893457	0	0.0302158479436052	0.675175747989288	0	-0.106462644488825	0.0688778122086212	0	0.105715258698137	0.0278497851444592	1	1.71926706140454	1.28308949795123	E	E	E	E	E	E
P24527_Leukotriene A-4 hydrolase	sp|P24527|LKHA4_MOUSE	Leukotriene A-4 hydrolase  OS=Mus musculus (Mouse) GN=Lta4h PE=1 SV=4	P24527	-0.0814247622675879	0.62142547512698	0	0.0599998369138	0.525275799118605	0	-0.0766809063721929	0.337849894645955	0	0.0647436928091949	0.359339325441056	0	0.0235015796963509	0.659195387382198	0	-0.0801597274756922	0.0462573333276553	1	0.0592414038804972	0.49115385935657	E	E	E	E	E	E
P35564_Calnexin	sp|P35564|CALX_MOUSE	Calnexin  OS=Mus musculus (Mouse) GN=Canx PE=1 SV=1	P35564	-0.0579575747052132	0.907207389392059	0	0.535073027050885	0.0151169169952521	1	-0.162487615317314	0.387435627058381	0	0.430542986438784	0.0499177678401557	1	0.22047673428396	0.114037830196739	0	-0.255439814730984	0.0260143557877053	1	1.73280121255859	1.2845505234207	E	E	E	E	E	E
Q61694_3 beta-hydroxysteroid de.	sp|Q61694|3BHS5_MOUSE	3 beta-hydroxysteroid dehydrogenase type 5  OS=Mus musculus (Mouse) GN=Hsd3b5 PE=1 SV=4	Q61694	-0.311764708853243	0.545496933068412	0	0.661429477703113	0.686213542134977	0	-5.37924579090252	2.77851285048047e-07	1	-4.40605160434616	0.00647416647016884	1	-0.312445282572405	0.878889277767933	0	-5.2470580455215	3.1947142822898e-12	1	0.11010865400367	0.426186122538839	E	E	E	E	E	E
Q8VDD5_Myosin-9	sp|Q8VDD5|MYH9_MOUSE	Myosin-9  OS=Mus musculus (Mouse) GN=Myh9 PE=1 SV=4	Q8VDD5	0.0197691038711731	0.979487321394997	0	0.519594035409376	0.112627283644899	0	-0.291236266475224	0.274031753610261	0	0.20858866506298	0.472790288653534	0	-0.258125785535452	0.698659206187396	0	-0.475954940218191	0.277890392805045	0	1.51595857290852	0.294449822624843	E	E	E	E	E	E
Q8BGA8_Acyl-coenzyme A syntheta.	sp|Q8BGA8|ACSM5_MOUSE	Acyl-coenzyme A synthetase ACSM5, mitochondrial  OS=Mus musculus (Mouse) GN=Acsm5 PE=1 SV=1	Q8BGA8	-0.0636642222702406	0.694869363218869	0	0.00376172323666424	0.974565912422209	0	-0.0821526092229696	0.29098826510391	0	-0.0147266637160648	0.847707912724807	0	-0.0274509422148022	0.750921001316456	0	-0.121105499169829	0.0142136989149572	1	0.476352206546482	0.436763184682341	E	E	E	E	E	E
P67778_Prohibitin	sp|P67778|PHB_MOUSE	Prohibitin  OS=Mus musculus (Mouse) GN=Phb PE=1 SV=1	P67778	0.0156473696961292	0.917806821319919	0	-0.0954218070297728	0.183883242477123	0	0.104059327864011	0.0478449113680984	1	-0.00700984886189104	0.941012363248469	0	-0.0356152015199527	0.352083342205454	0	0.148941717779966	7.71951770799308e-05	1	0.774345186352421	0.589221245223641	E	E	E	E	E	E
P05064_Fructose-bisphosphate al.	sp|P05064|ALDOA_MOUSE	Fructose-bisphosphate aldolase A  OS=Mus musculus (Mouse) GN=Aldoa PE=1 SV=2	P05064	0.104677164773612	0.62142547512698	0	-0.0820495967984058	0.533781709828332	0	0.0572143337757431	0.497149361776523	0	-0.129512427796275	0.327259061563112	0	0.0131030441476803	0.893011069042745	0	-0.0588087544023175	0.423978561592192	0	0.0251046644613062	0.103865753702665	E	E	E	E	E	E
P20152_Vimentin	sp|P20152|VIME_MOUSE	Vimentin  OS=Mus musculus (Mouse) GN=Vim PE=1 SV=3	P20152	-0.0694687722193557	0.826274565206283	0	-0.0768910903845637	0.686719853175701	0	0.397184898598407	0.00634946562374641	1	0.389762580433199	0.0378100335464206	1	-0.0627983081249006	0.683150210310961	0	0.324511405307909	0.00943661040818661	1	0.118727107038056	0.142919218574153	E	E	E	E	E	E
Q8CGK3_Lon protease homolog, mi.	sp|Q8CGK3|LONM_MOUSE	Lon protease homolog, mitochondrial  OS=Mus musculus (Mouse) GN=Lonp1 PE=1 SV=2	Q8CGK3	0.0137492172894405	0.982925371411243	0	0.600700255796063	0.00991569828606242	1	-0.355123020204577	0.0350626344937392	1	0.231828018302046	0.346188738149534	0	0.167528248905086	0.237343023694908	0	-0.428125930097394	0.00093976552581605	1	2.09951480546527	0.915720692424917	E	E	E	E	E	E
P10518_Delta-aminolevulinic aci.	sp|P10518|HEM2_MOUSE	Delta-aminolevulinic acid dehydratase  OS=Mus musculus (Mouse) GN=Alad PE=1 SV=1	P10518	-0.124344188670168	0.633317671142932	0	0.0895772399396755	0.477978148716836	0	-0.096167067074294	0.341442213669146	0	0.11775436153555	0.371862191306179	0	0.0743160433808008	0.379033459752222	0	0.0251216829024052	0.760534949579925	0	0.212933414864508	0.749911841644729	E	E	E	E	E	E
Q64727_Vinculin	sp|Q64727|VINC_MOUSE	Vinculin  OS=Mus musculus (Mouse) GN=Vcl PE=1 SV=4	Q64727	0.0237106950668426	0.943455416182107	0	0.149225885867512	0.341334609201135	0	-0.260794614901954	0.0448773162058671	1	-0.135279424101284	0.3362246358395	0	0.0184140773448362	0.822150843500482	0	-0.292751454375015	0.000814948403485496	1	0.767026015408091	0.108704448466437	E	E	E	E	E	E
Q8BJ64_Choline dehydrogenase, m.	sp|Q8BJ64|CHDH_MOUSE	Choline dehydrogenase, mitochondrial  OS=Mus musculus (Mouse) GN=Chdh PE=1 SV=1	Q8BJ64	0.0982832426720286	0.711391960016155	0	-0.0991400043585529	0.335765004960333	0	-0.0228928648414914	0.851372256588657	0	-0.220316111872073	0.0377091907252725	1	0.00164169516389023	0.961272583495802	0	-0.12364078249955	0.0624638640719379	0	0.0568928955182721	0.148929543601935	E	E	E	E	E	E
Q9R112_Sulfide:quinone oxidored.	sp|Q9R112|SQOR_MOUSE	Sulfide:quinone oxidoreductase, mitochondrial  OS=Mus musculus (Mouse) GN=Sqor PE=1 SV=3	Q9R112	0.130680133343528	0.571459571996972	0	0.0104495131907392	0.944751759140636	0	0.203958085469569	0.0279500196435312	1	0.0837274653167803	0.413126893713908	0	0.117427350579888	0.116302459358014	0	0.147621119927557	0.0139871281263207	1	0.800539415157894	1.27252780165951	E	E	E	E	E	E
Q921X9_Protein disulfide-isomer.	sp|Q921X9|PDIA5_MOUSE	Protein disulfide-isomerase A5  OS=Mus musculus (Mouse) GN=Pdia5 PE=1 SV=1	Q921X9	-0.115065672610601	0.708780108944153	0	0.0321363256569214	0.763153820145691	0	0.00687895656738036	0.956031022900412	0	0.154080954834903	0.246125065259522	0	0.0336975315112475	0.717671091355634	0	-0.0291393754518161	0.675201002233087	0	0.151703904259687	0.198667667291836	E	E	E	E	E	E
Q9D051_Pyruvate dehydrogenase E.	sp|Q9D051|ODPB_MOUSE	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial  OS=Mus musculus (Mouse) GN=Pdhb PE=1 SV=1	Q9D051	-0.0157847204746275	0.961974459445663	0	-0.0822391015423456	0.414351238556756	0	-0.064919072865294	0.399099040949075	0	-0.131373453933012	0.289760781861797	0	-0.0445541178726288	0.58900071063393	0	0.0439395274769829	0.470868695899427	0	0.910622692976747	0.666431740286822	E	E	E	E	E	E
Q9WVD5_Mitochondrial ornithine .	sp|Q9WVD5|ORNT1_MOUSE	Mitochondrial ornithine transporter 1  OS=Mus musculus (Mouse) GN=Slc25a15 PE=1 SV=1	Q9WVD5	0.220357179886111	0.320062846220899	0	0.0819931494739201	0.596146682982597	0	0.293851657646403	0.00446907723727872	1	0.155487627234212	0.268834438762239	0	0.0717582681588738	0.362448220640123	0	0.296633763928345	1.81114045087145e-06	1	1.43554594853213	0.734394894255878	E	E	E	E	E	E
Q5FW60_Major urinary protein 20	sp|Q5FW60|MUP20_MOUSE	Major urinary protein 20  OS=Mus musculus (Mouse) GN=Mup20 PE=1 SV=1	Q5FW60	-0.253134210561559	0.62370918459399	0	1.49206217825229	0.016513591286822	1	-7.29248619283073	3.06163422204139e-10	1	-5.54728980401688	3.2184403078062e-09	1	-0.0496081649035247	0.636153568803161	0	-6.66080396580714	3.21753966423758e-19	1	0.161717224183324	0.233769278909367	E	E	E	E	E	E
Q9DCG6_Phenazine biosynthesis-l.	sp|Q9DCG6|PBLD1_MOUSE	Phenazine biosynthesis-like domain-containing protein 1  OS=Mus musculus (Mouse) GN=Pbld1 PE=1 SV=2	Q9DCG6	-0.0416360724410865	0.839507537025612	0	-0.131297078936232	0.169938809828884	0	0.161298157191556	0.0868478979783726	0	0.0716371506964109	0.411202452394502	0	0.0245287054875121	0.848303055682091	0	0.217195470056343	0.000156837056934673	1	1.09270547459506	0.473725157114212	E	E	E	E	E	E
Q8VBT2_L-serine dehydratase/L-t.	sp|Q8VBT2|SDHL_MOUSE	L-serine dehydratase/L-threonine deaminase  OS=Mus musculus (Mouse) GN=Sds PE=1 SV=3	Q8VBT2	0.474426824020657	0.555780707461771	0	0.410730161602462	0.369262212795846	0	0.263952689774388	0.322646719726255	0	0.200256027356193	0.684431023214786	0	0.3276408664535	0.11697431202964	0	0.10703655090089	0.608923182315045	0	1.67827250532648	1.4956579312288	E	E	E	E	E	E
Q3UPL0_Protein transport protei.	sp|Q3UPL0|SC31A_MOUSE	Protein transport protein Sec31A  OS=Mus musculus (Mouse) GN=Sec31a PE=1 SV=2	Q3UPL0	-0.104911219113013	0.601964091599484	0	0.131388821172536	0.597654290618316	0	-0.179403423088001	0.321795653002084	0	0.0568966171975482	0.689733954042798	0	-0.0494644324827895	0.770555411024621	0	-0.124138046938871	0.236081299020588	0	0.15728744999009	0.446844149999334	E	E	E	E	E	E
Q8R164_Valacyclovir hydrolase	sp|Q8R164|BPHL_MOUSE	Valacyclovir hydrolase  OS=Mus musculus (Mouse) GN=Bphl PE=1 SV=1	Q8R164	0.053434514080859	0.707794780668701	0	-0.1598327483606	0.0367723911783244	1	0.30835944646963	0.000210469786436595	1	0.0950921840281715	0.139312283236858	0	-0.00263761937042517	0.77867461773208	0	0.316498931908505	3.17891764713601e-10	1	0.555407124458137	0.216461407901294	E	E	E	E	E	E
P18760_Cofilin-1	sp|P18760|COF1_MOUSE	Cofilin-1  OS=Mus musculus (Mouse) GN=Cfl1 PE=1 SV=3	P18760	-0.0617732417248007	0.748858057017518	0	-0.0465900914238553	0.707443125514817	0	0.0120911494582394	0.91730868074392	0	0.0272742997591848	0.793337409638589	0	-0.0771587552703501	0.374853348665699	0	-0.00407374977592312	0.989455044495639	0	0.765975670993229	1.10335126936935	E	E	E	E	E	E
P27659_60S ribosomal protein L3	sp|P27659|RL3_MOUSE	60S ribosomal protein L3  OS=Mus musculus (Mouse) GN=Rpl3 PE=1 SV=3	P27659	-0.0451917977142706	0.698193608823257	0	-0.0501262741715784	0.430686938095164	0	-0.00281313098198055	0.95949613237999	0	-0.00774760743928837	0.908192263837406	0	-0.0181394681036409	0.781643814818515	0	-0.0448662375833777	0.271964533627873	0	1.28857977379705	0.532177860092233	E	E	E	E	E	E
P61979_Heterogeneous nuclear ri.	sp|P61979|HNRPK_MOUSE	Heterogeneous nuclear ribonucleoprotein K  OS=Mus musculus (Mouse) GN=Hnrnpk PE=1 SV=1	P61979	-0.0664403642770708	0.705307618835697	0	0.0741994243311197	0.484557242837616	0	-0.0204231337655081	0.834869590046459	0	0.120216654842682	0.137516513431527	0	0.00197653686446486	0.996469810542825	0	0.0372543747713969	0.539470254580824	0	0.0395455331520945	0.0728658990188683	E	E	E	E	E	E
Q8VCR2_17-beta-hydroxysteroid d.	sp|Q8VCR2|DHB13_MOUSE	17-beta-hydroxysteroid dehydrogenase 13  OS=Mus musculus (Mouse) GN=Hsd17b13 PE=1 SV=2	Q8VCR2	0.200629837129544	0.604930817341856	0	0.384667880786555	0.285381019440432	0	-0.501452925047854	0.0363261880841366	1	-0.317414881390842	0.267331058256067	0	0.183001267909177	0.209046264523856	0	-0.49709302152603	0.000307660287285853	1	1.25549670947602	0.721827376657714	E	E	E	E	E	E
