variableMetadata	set	gene	accession	description	uniprot_id	WT.KO_fold	WT.KO_BH	WT.KO_signif	M.F_fold	M.F_BH	M.F_signif	oplsda_vip	biosigner	mixomics
P08226_Apolipoprotein E	proteomics_plasma	LAT	sp|P08226|APOE_MOUSE	Apolipoprotein E  OS=Mus musculus (Mouse) GN=Apoe PE=1 SV=2	P08226	0.145881296939439	0.448296759623705	0	0.19833506396181	0.0661317061180585	0	0.949036170278745		0
P35917_Vascular endothelial gro.	proteomics_plasma	LAT	sp|P35917|VGFR3_MOUSE	Vascular endothelial growth factor receptor 3  OS=Mus musculus (Mouse) GN=Flt4 PE=1 SV=1	P35917	-0.104899257687364	0.448296759623705	0	0.125335599087229	0.100004399903189	0	1.78571050557984		0
P06684_Complement C5	proteomics_plasma	LAT	sp|P06684|CO5_MOUSE	Complement C5  OS=Mus musculus (Mouse) GN=C5 PE=1 SV=2	P06684	-0.104538808712967	0.448296759623705	0	-0.79298710220549	1.14012190919585e-10	1	0.182221859130561		0
P01844_Ig lambda-2 chain C regi.	proteomics_plasma	LAT	sp|P01844|LAC2_MOUSE	Ig lambda-2 chain C region  OS=Mus musculus (Mouse) GN=Iglc2 PE=1 SV=1	P01844	1.27956960725473	0.449728861252554	0	-1.07381407626936	0.278085202395883	0	1.35563961222282	svm	0
O89053_Coronin-1A	proteomics_plasma	LAT	sp|O89053|COR1A_MOUSE	Coronin-1A  OS=Mus musculus (Mouse) GN=Coro1a PE=1 SV=5	O89053	0.913077313618235	0.449728861252554	0	0.610765904773565	0.399888337431257	0	1.15647746559505		0
P52480_Pyruvate kinase PKM	proteomics_plasma	LAT	sp|P52480|KPYM_MOUSE	Pyruvate kinase PKM  OS=Mus musculus (Mouse) GN=Pkm PE=1 SV=4	P52480	0.16680847995903	0.449728861252554	0	0.264142971274648	0.0467982234157231	1	1.23215944967196		0
P97298_Pigment epithelium-deriv.	proteomics_plasma	LAT	sp|P97298|PEDF_MOUSE	Pigment epithelium-derived factor  OS=Mus musculus (Mouse) GN=Serpinf1 PE=1 SV=2	P97298	-0.0811743384576822	0.452759420969467	0	-0.103063561458733	0.100004399903189	0	1.47169107276963		0
Q9R1P3_Proteasome subunit beta .	proteomics_plasma	LAT	sp|Q9R1P3|PSB2_MOUSE	Proteasome subunit beta type-2  OS=Mus musculus (Mouse) GN=Psmb2 PE=1 SV=1	Q9R1P3	0.615458435021992	0.453352565810961	0	0.133518795472952	0.820561133983941	0	1.30113432491048		0
Q9WVJ3_Carboxypeptidase Q	proteomics_plasma	LAT	sp|Q9WVJ3|CBPQ_MOUSE	Carboxypeptidase Q  OS=Mus musculus (Mouse) GN=Cpq PE=1 SV=1	Q9WVJ3	0.12415460578756	0.453352565810961	0	0.380623229301303	0.000302671292626368	1	0.698602999275538		0
P09581_Macrophage colony-stimul.	proteomics_plasma	LAT	sp|P09581|CSF1R_MOUSE	Macrophage colony-stimulating factor 1 receptor  OS=Mus musculus (Mouse) GN=Csf1r PE=1 SV=3	P09581	-0.111682190193296	0.453352565810961	0	0.204770936617976	0.0276792223146601	1	1.07729278952841		0
Q01339_Beta-2-glycoprotein 1	proteomics_plasma	LAT	sp|Q01339|APOH_MOUSE	Beta-2-glycoprotein 1  OS=Mus musculus (Mouse) GN=Apoh PE=1 SV=1	Q01339	-0.105648200413402	0.453352565810961	0	-0.0221268159909229	0.827596240060063	0	1.54027017072545		0
P01864_Ig gamma-2A chain C regi.	proteomics_plasma	LAT	sp|P01864|GCAB_MOUSE	Ig gamma-2A chain C region secreted form  OS=Mus musculus (Mouse) PE=1 SV=1	P01864	0.365280488139447	0.454844857110499	0	0.46243995901483	0.106090424802622	0	1.24791942262204		0
P35700_Peroxiredoxin-1	proteomics_plasma	LAT	sp|P35700|PRDX1_MOUSE	Peroxiredoxin-1  OS=Mus musculus (Mouse) GN=Prdx1 PE=1 SV=1	P35700	0.874093094539216	0.455739093141537	0	1.59410591529538	0.0362510432194831	1	0.897639374449255		0
P63101_14-3-3 protein zeta/delta	proteomics_plasma	LAT	sp|P63101|1433Z_MOUSE	14-3-3 protein zeta/delta  OS=Mus musculus (Mouse) GN=Ywhaz PE=1 SV=1	P63101	0.820096579835347	0.455739093141537	0	1.21345777541209	0.0898998856307031	0	1.05030903579912		0
Q9DAI4_Zinc finger and BTB doma.	proteomics_plasma	LAT	sp|Q9DAI4|ZBT43_MOUSE	Zinc finger and BTB domain-containing protein 43  OS=Mus musculus (Mouse) GN=Zbtb43 PE=2 SV=2	Q9DAI4	0.787630703001039	0.455739093141537	0	1.18678036804992	0.0720180325616742	0	1.10161125207384		0
A2AQ07_Tubulin beta-1 chain	proteomics_plasma	LAT	sp|A2AQ07|TBB1_MOUSE	Tubulin beta-1 chain  OS=Mus musculus (Mouse) GN=Tubb1 PE=1 SV=1	A2AQ07	0.783973516959229	0.455739093141537	0	0.981658549858565	0.126946427406649	0	1.01358087610142		0
Q9R0P5_Destrin	proteomics_plasma	LAT	sp|Q9R0P5|DEST_MOUSE	Destrin  OS=Mus musculus (Mouse) GN=Dstn PE=1 SV=3	Q9R0P5	0.771766990909207	0.455739093141537	0	0.889128094273662	0.186201445342255	0	0.941787281086555		0
P40124_Adenylyl cyclase-associa.	proteomics_plasma	LAT	sp|P40124|CAP1_MOUSE	Adenylyl cyclase-associated protein 1  OS=Mus musculus (Mouse) GN=Cap1 PE=1 SV=4	P40124	0.759802721226585	0.455739093141537	0	0.693688978967845	0.272728893144187	0	1.02046923987168		0
Q9Z2U0_Proteasome subunit alpha.	proteomics_plasma	LAT	sp|Q9Z2U0|PSA7_MOUSE	Proteasome subunit alpha type-7  OS=Mus musculus (Mouse) GN=Psma7 PE=1 SV=1	Q9Z2U0	0.740673083767589	0.455739093141537	0	1.11042460499874	0.0722845887860342	0	1.23734606704874		0
P31725_Protein S100-A9	proteomics_plasma	LAT	sp|P31725|S10A9_MOUSE	Protein S100-A9  OS=Mus musculus (Mouse) GN=S100a9 PE=1 SV=3	P31725	0.704789868151938	0.455739093141537	0	0.716479397885053	0.258974368342051	0	0.902546256033316		0
Q9QUM9_Proteasome subunit alpha.	proteomics_plasma	LAT	sp|Q9QUM9|PSA6_MOUSE	Proteasome subunit alpha type-6  OS=Mus musculus (Mouse) GN=Psma6 PE=1 SV=1	Q9QUM9	0.702322180773827	0.455739093141537	0	0.807654795055932	0.14355868975522	0	1.17885088447522		0
P20065_Thymosin beta-4	proteomics_plasma	LAT	sp|P20065|TYB4_MOUSE	Thymosin beta-4  OS=Mus musculus (Mouse) GN=Tmsb4x PE=1 SV=1	P20065	0.683459290124411	0.455739093141537	0	0.943250386574285	0.116315628216751	0	0.978437136332659		0
P01630_Ig kappa chain V-II regi.	proteomics_plasma	LAT	sp|P01630|KV2A6_MOUSE	Ig kappa chain V-II region 7S34.1  OS=Mus musculus (Mouse) PE=1 SV=1	P01630	0.675809598141786	0.455739093141537	0	0.262319343394843	0.687686775838467	0	1.48212600299216		0
P47877_Insulin-like growth fact.	proteomics_plasma	LAT	sp|P47877|IBP2_MOUSE	Insulin-like growth factor-binding protein 2  OS=Mus musculus (Mouse) GN=Igfbp2 PE=2 SV=2	P47877	0.61575512863411	0.455739093141537	0	0.725200395598833	0.134699521948031	0	0.656040670771873		0
Q7TPR4_Alpha-actinin-1	proteomics_plasma	LAT	sp|Q7TPR4|ACTN1_MOUSE	Alpha-actinin-1  OS=Mus musculus (Mouse) GN=Actn1 PE=1 SV=1	Q7TPR4	0.607370930239032	0.455739093141537	0	-0.055181735153738	0.924076916061557	0	1.10584574641535		0
P40142_Transketolase	proteomics_plasma	LAT	sp|P40142|TKT_MOUSE	Transketolase  OS=Mus musculus (Mouse) GN=Tkt PE=1 SV=1	P40142	0.585775331963191	0.455739093141537	0	0.83151435992372	0.0991622845446455	0	1.12750459446751		0
Q05020_Apolipoprotein C-II	proteomics_plasma	LAT	sp|Q05020|APOC2_MOUSE	Apolipoprotein C-II  OS=Mus musculus (Mouse) GN=Apoc2 PE=2 SV=1	Q05020	0.562577839997115	0.455739093141537	0	-0.978736478006279	0.0483350358473257	1	1.00676087364783		0
P11499_Heat shock protein HSP 9.	proteomics_plasma	LAT	sp|P11499|HS90B_MOUSE	Heat shock protein HSP 90-beta  OS=Mus musculus (Mouse) GN=Hsp90ab1 PE=1 SV=3	P11499	0.532576035721195	0.455739093141537	0	0.756904465656717	0.0977051866411773	0	0.934049545271174		0
Q9CQW3_Vitamin K-dependent prot.	proteomics_plasma	LAT	sp|Q9CQW3|PROZ_MOUSE	Vitamin K-dependent protein Z  OS=Mus musculus (Mouse) GN=Proz PE=1 SV=1	Q9CQW3	-0.527030812967084	0.455739093141537	0	-0.666019375781765	0.14355868975522	0	1.30015514576329		0
Q9R182_Angiopoietin-related pro.	proteomics_plasma	LAT	sp|Q9R182|ANGL3_MOUSE	Angiopoietin-related protein 3  OS=Mus musculus (Mouse) GN=Angptl3 PE=1 SV=1	Q9R182	0.510956609295867	0.455739093141537	0	0.204591939410442	0.682864372425475	0	1.07693538343964		0
O55234_Proteasome subunit beta .	proteomics_plasma	LAT	sp|O55234|PSB5_MOUSE	Proteasome subunit beta type-5  OS=Mus musculus (Mouse) GN=Psmb5 PE=1 SV=3	O55234	0.477264669904795	0.455739093141537	0	0.942911873727564	0.0309228162017448	1	0.754197517326395		0
P01806_Ig heavy chain V region .	proteomics_plasma	LAT	sp|P01806|HVM36_MOUSE	Ig heavy chain V region 441  OS=Mus musculus (Mouse) PE=4 SV=1	P01806	0.458892674365266	0.455739093141537	0	0.125601853469917	0.770072976716945	0	1.40729457076924		0
Q9D1H9_Microfibril-associated g.	proteomics_plasma	LAT	sp|Q9D1H9|MFAP4_MOUSE	Microfibril-associated glycoprotein 4  OS=Mus musculus (Mouse) GN=Mfap4 PE=1 SV=1	Q9D1H9	0.406043268356512	0.455739093141537	0	-0.302071859014209	0.361758773154614	0	1.62476300748499		0
P11352_Glutathione peroxidase 1	proteomics_plasma	LAT	sp|P11352|GPX1_MOUSE	Glutathione peroxidase 1  OS=Mus musculus (Mouse) GN=Gpx1 PE=1 SV=2	P11352	0.384679845200456	0.455739093141537	0	0.917591945412756	0.00629370461875576	1	0.953612041029275		0
P01638_Ig kappa chain V-V regio.	proteomics_plasma	LAT	sp|P01638|KV5A6_MOUSE	Ig kappa chain V-V region L6  OS=Mus musculus (Mouse) PE=4 SV=1	P01638	-0.366492398722347	0.455739093141537	0	0.355398038361177	0.281086257199601	0	0.793107708193647		0
Q9D358_Low molecular weight pho.	proteomics_plasma	LAT	sp|Q9D358|PPAC_MOUSE	Low molecular weight phosphotyrosine protein phosphatase  OS=Mus musculus (Mouse) GN=Acp1 PE=1 SV=3	Q9D358	0.360092311710424	0.455739093141537	0	0.768197067770739	0.0210493345995538	1	0.932124473835939		0
P17742_Peptidyl-prolyl cis-tran.	proteomics_plasma	LAT	sp|P17742|PPIA_MOUSE	Peptidyl-prolyl cis-trans isomerase A  OS=Mus musculus (Mouse) GN=Ppia PE=1 SV=2	P17742	0.326826055639518	0.455739093141537	0	0.584897941015321	0.0499471267900794	1	1.02078660664161		0
P01867_Ig gamma-2B chain C regi.	proteomics_plasma	LAT	sp|P01867|IGG2B_MOUSE	Ig gamma-2B chain C region  OS=Mus musculus (Mouse) GN=Igh-3 PE=1 SV=3	P01867	0.27985094562921	0.455739093141537	0	0.747080739843145	0.00391636676858993	1	0.688904489548379		0
P09470_Angiotensin-converting e.	proteomics_plasma	LAT	sp|P09470|ACE_MOUSE	Angiotensin-converting enzyme  OS=Mus musculus (Mouse) GN=Ace PE=1 SV=3	P09470	0.272295258844256	0.455739093141537	0	-1.42243559657962	3.21081401301446e-06	1	0.898562519897714		0
O88351_Inhibitor of nuclear fac.	proteomics_plasma	LAT	sp|O88351|IKKB_MOUSE	Inhibitor of nuclear factor kappa-B kinase subunit beta  OS=Mus musculus (Mouse) GN=Ikbkb PE=1 SV=1	O88351	-0.213967724623163	0.455739093141537	0	0.10022384710442	0.623738804030985	0	0.831386210864638		0
P01899_H-2 class I histocompati.	proteomics_plasma	LAT	sp|P01899|HA11_MOUSE	H-2 class I histocompatibility antigen, D-B alpha chain  OS=Mus musculus (Mouse) GN=H2-D1 PE=1 SV=2	P01899	-0.182036179034196	0.455739093141537	0	-0.238208537597608	0.109473558621261	0	1.20322318625067		0
Q03311_Cholinesterase	proteomics_plasma	LAT	sp|Q03311|CHLE_MOUSE	Cholinesterase  OS=Mus musculus (Mouse) GN=Bche PE=1 SV=2	Q03311	-0.180351869150769	0.455739093141537	0	0.661651251200343	0.000157453163504581	1	0.981515278366742		0
O88998_Noelin	proteomics_plasma	LAT	sp|O88998|NOE1_MOUSE	Noelin  OS=Mus musculus (Mouse) GN=Olfm1 PE=1 SV=1	O88998	0.147850952200578	0.455739093141537	0	0.0736928297972881	0.58903911442465	0	1.36393112901922		0
O70410_Vomeronasal type-2 recep.	proteomics_plasma	LAT	sp|O70410|V2R1_MOUSE	Vomeronasal type-2 receptor 1  OS=Mus musculus (Mouse) GN=Vmn2r1 PE=1 SV=1	O70410	-0.146918524142318	0.455739093141537	0	0.529927755783337	0.000181298240592204	1	0.816929132814107		0
P07759_Serine protease inhibito.	proteomics_plasma	LAT	sp|P07759|SPA3K_MOUSE	Serine protease inhibitor A3K  OS=Mus musculus (Mouse) GN=Serpina3k PE=1 SV=2	P07759	-0.145639102947705	0.455739093141537	0	-0.528586151381827	9.77502966231509e-05	1	0.749851388984247		0
Q06770_Corticosteroid-binding g.	proteomics_plasma	LAT	sp|Q06770|CBG_MOUSE	Corticosteroid-binding globulin  OS=Mus musculus (Mouse) GN=Serpina6 PE=1 SV=1	Q06770	0.144247264518803	0.455739093141537	0	0.785336880784019	2.36725756373564e-07	1	0.480268764225193		0
Q7TMY4_THO complex subunit 7 ho.	proteomics_plasma	LAT	sp|Q7TMY4|THOC7_MOUSE	THO complex subunit 7 homolog  OS=Mus musculus (Mouse) GN=Thoc7 PE=1 SV=2	Q7TMY4	0.13334745037336	0.455739093141537	0	0.144106546193424	0.193284891803275	0	1.08273696205849		0
P01898_H-2 class I histocompati.	proteomics_plasma	LAT	sp|P01898|HA10_MOUSE	H-2 class I histocompatibility antigen, Q10 alpha chain  OS=Mus musculus (Mouse) GN=H2-Q10 PE=1 SV=3	P01898	0.123232591072927	0.455739093141537	0	-0.514789814950198	5.86138606093373e-05	1	0.767103959588083		0
Q61730_Interleukin-1 receptor a.	proteomics_plasma	LAT	sp|Q61730|IL1AP_MOUSE	Interleukin-1 receptor accessory protein  OS=Mus musculus (Mouse) GN=Il1rap PE=1 SV=1	Q61730	0.121530567551257	0.455739093141537	0	-0.644164977605669	2.9481181513604e-06	1	0.798305701873422		0
Q08879_Fibulin-1	proteomics_plasma	LAT	sp|Q08879|FBLN1_MOUSE	Fibulin-1  OS=Mus musculus (Mouse) GN=Fbln1 PE=1 SV=2	Q08879	-0.112730675285587	0.455739093141537	0	-0.0015507867540272	0.993768315568399	0	1.08809957556511		0
P23953_Carboxylesterase 1C	proteomics_plasma	LAT	sp|P23953|EST1C_MOUSE	Carboxylesterase 1C  OS=Mus musculus (Mouse) GN=Ces1c PE=1 SV=4	P23953	0.104660513178342	0.455739093141537	0	0.487632522825116	4.06633858617217e-06	1	0.531385541732167		0
Q9JHH6_Carboxypeptidase B2	proteomics_plasma	LAT	sp|Q9JHH6|CBPB2_MOUSE	Carboxypeptidase B2  OS=Mus musculus (Mouse) GN=Cpb2 PE=1 SV=1	Q9JHH6	-0.0989682644582786	0.455739093141537	0	-0.251791398465144	0.00512707131087301	1	0.805505714577533		0
P33587_Vitamin K-dependent prot.	proteomics_plasma	LAT	sp|P33587|PROC_MOUSE	Vitamin K-dependent protein C  OS=Mus musculus (Mouse) GN=Proc PE=1 SV=2	P33587	-0.0966237262648839	0.455739093141537	0	-0.185837413007558	0.0310474789555381	1	1.16549278131807		0
P19221_Prothrombin	proteomics_plasma	LAT	sp|P19221|THRB_MOUSE	Prothrombin  OS=Mus musculus (Mouse) GN=F2 PE=1 SV=1	P19221	-0.0816443446602548	0.455739093141537	0	-0.0689231660235592	0.32912981586626	0	1.55397422523363		0
P20918_Plasminogen	proteomics_plasma	LAT	sp|P20918|PLMN_MOUSE	Plasminogen  OS=Mus musculus (Mouse) GN=Plg PE=1 SV=3	P20918	-0.0657464547795783	0.455739093141537	0	-0.0600296612653004	0.3034933971563	0	1.47644623771075		0
P97290_Plasma protease C1 inhib.	proteomics_plasma	LAT	sp|P97290|IC1_MOUSE	Plasma protease C1 inhibitor  OS=Mus musculus (Mouse) GN=Serping1 PE=1 SV=3	P97290	-0.102724224909661	0.45672792403104	0	-0.06224979514705	0.541400285338984	0	1.20129216418529		0
P24549_Retinal dehydrogenase 1	proteomics_plasma	LAT	sp|P24549|AL1A1_MOUSE	Retinal dehydrogenase 1  OS=Mus musculus (Mouse) GN=Aldh1a1 PE=1 SV=5	P24549	0.646619471639642	0.470558298854273	0	1.17278797537355	0.0533742427695963	0	1.0526214769776		0
O09043_Napsin-A	proteomics_plasma	LAT	sp|O09043|NAPSA_MOUSE	Napsin-A  OS=Mus musculus (Mouse) GN=Napsa PE=1 SV=1	O09043	0.515908902732161	0.477347818281041	0	1.07899703712679	0.0285987241567473	1	0.882711822811224		0
P11589_Major urinary protein 2	proteomics_plasma	LAT	sp|P11589|MUP2_MOUSE	Major urinary protein 2  OS=Mus musculus (Mouse) GN=Mup2 PE=1 SV=1	P11589	-0.793252529130978	0.479298239390499	0	-1.05389423760514	0.14355868975522	0	1.20204245814152		0
Q9CR35_Chymotrypsinogen B	proteomics_plasma	LAT	sp|Q9CR35|CTRB1_MOUSE	Chymotrypsinogen B  OS=Mus musculus (Mouse) GN=Ctrb1 PE=1 SV=1	Q9CR35	0.733749283654877	0.482818751375932	0	-0.0862254516186809	0.914850130316065	0	1.17280285819329		0
P03976_Ig kappa chain V-II regi.	proteomics_plasma	LAT	sp|P03976|KV2A5_MOUSE	Ig kappa chain V-II region 17S29.1  OS=Mus musculus (Mouse) PE=1 SV=1	P03976	0.637662577789765	0.482818751375932	0	0.386472644027748	0.558796883652316	0	0.763102163105697		0
Q01853_Transitional endoplasmic.	proteomics_plasma	LAT	sp|Q01853|TERA_MOUSE	Transitional endoplasmic reticulum ATPase  OS=Mus musculus (Mouse) GN=Vcp PE=1 SV=4	Q01853	0.622081507591449	0.482818751375932	0	0.58602419881543	0.319416712821407	0	1.21201599359307		0
Q91X79_Chymotrypsin-like elasta.	proteomics_plasma	LAT	sp|Q91X79|CELA1_MOUSE	Chymotrypsin-like elastase family member 1  OS=Mus musculus (Mouse) GN=Cela1 PE=1 SV=1	Q91X79	0.291907913754482	0.482818751375932	0	0.114011435369552	0.7024408434954	0	0.776756198562024		0
O09159_Lysosomal alpha-mannosid.	proteomics_plasma	LAT	sp|O09159|MA2B1_MOUSE	Lysosomal alpha-mannosidase  OS=Mus musculus (Mouse) GN=Man2b1 PE=1 SV=4	O09159	-0.264181233989866	0.482818751375932	0	-0.273243559101239	0.274689075657365	0	0.873278940245037		0
Q8BH61_Coagulation factor XIII .	proteomics_plasma	LAT	sp|Q8BH61|F13A_MOUSE	Coagulation factor XIII A chain  OS=Mus musculus (Mouse) GN=F13a1 PE=1 SV=3	Q8BH61	-0.181221801034916	0.482818751375932	0	0.197175045993536	0.242282898841242	0	1.02887347595799		0
P29699_Alpha-2-HS-glycoprotein	proteomics_plasma	LAT	sp|P29699|FETUA_MOUSE	Alpha-2-HS-glycoprotein  OS=Mus musculus (Mouse) GN=Ahsg PE=1 SV=1	P29699	0.104190045831665	0.482818751375932	0	0.452122773204213	4.47357987212763e-05	1	0.283907683924849		0
P03953_Complement factor D	proteomics_plasma	LAT	sp|P03953|CFAD_MOUSE	Complement factor D  OS=Mus musculus (Mouse) GN=Cfd PE=1 SV=1	P03953	-0.203907729984735	0.486591926423828	0	0.927670467991195	5.47317362464148e-05	1	0.82183239337799		0
P27656_Hepatic triacylglycerol .	proteomics_plasma	LAT	sp|P27656|LIPC_MOUSE	Hepatic triacylglycerol lipase  OS=Mus musculus (Mouse) GN=Lipc PE=2 SV=2	P27656	-0.2642094302252	0.489349694707071	0	0.0596549026887665	0.83643610246423	0	1.45691207613333		0
P02816_Prolactin-inducible prot.	proteomics_plasma	LAT	sp|P02816|PIP_MOUSE	Prolactin-inducible protein homolog  OS=Mus musculus (Mouse) GN=Pip PE=2 SV=3	P02816	-0.778933312620918	0.495547204440785	0	0.327119127794443	0.682864372425475	0	0.415852905874524	svm	0
P97430_Antileukoproteinase	proteomics_plasma	LAT	sp|P97430|SLPI_MOUSE	Antileukoproteinase  OS=Mus musculus (Mouse) GN=Slpi PE=1 SV=1	P97430	-0.458625209111322	0.495547204440785	0	0.043436659816912	0.92840730824931	0	1.11398183399084		0
Q8BK48_Pyrethroid hydrolase Ces.	proteomics_plasma	LAT	sp|Q8BK48|EST2E_MOUSE	Pyrethroid hydrolase Ces2e  OS=Mus musculus (Mouse) GN=Ces2e PE=1 SV=1	Q8BK48	-0.30899418131105	0.495547204440785	0	-1.48515663326181	1.72204754671057e-05	1	0.50777267002441		0
P13020_Gelsolin	proteomics_plasma	LAT	sp|P13020|GELS_MOUSE	Gelsolin  OS=Mus musculus (Mouse) GN=Gsn PE=1 SV=3	P13020	0.0845801379342248	0.495547204440785	0	0.288513904596623	0.000914299626134674	1	0.842782012825022		0
Q2PZL6_Protocadherin Fat 4	proteomics_plasma	LAT	sp|Q2PZL6|FAT4_MOUSE	Protocadherin Fat 4  OS=Mus musculus (Mouse) GN=Fat4 PE=1 SV=2	Q2PZL6	-0.289893912927493	0.49895709469587	0	-0.0098006315203456	0.980645815082478	0	0.791965704153133		0
Q91WP6_Serine protease inhibito.	proteomics_plasma	LAT	sp|Q91WP6|SPA3N_MOUSE	Serine protease inhibitor A3N  OS=Mus musculus (Mouse) GN=Serpina3n PE=1 SV=1	Q91WP6	-0.0976834829290922	0.499254057719018	0	-0.143849556251663	0.127716176643847	0	1.11064009925195		0
P02088_Hemoglobin subunit beta-1	proteomics_plasma	LAT	sp|P02088|HBB1_MOUSE	Hemoglobin subunit beta-1  OS=Mus musculus (Mouse) GN=Hbb-b1 PE=1 SV=2	P02088	0.587560028115799	0.500045387716852	0	0.980870329476229	0.0898998856307031	0	0.98278964900494		0
P26039_Talin-1	proteomics_plasma	LAT	sp|P26039|TLN1_MOUSE	Talin-1  OS=Mus musculus (Mouse) GN=Tln1 PE=1 SV=2	P26039	0.73483535870437	0.502891551403146	0	0.756064829481282	0.3034933971563	0	0.942672366839685		0
P12399_Protein CTLA-2-alpha	proteomics_plasma	LAT	sp|P12399|CTL2A_MOUSE	Protein CTLA-2-alpha  OS=Mus musculus (Mouse) GN=Ctla2a PE=2 SV=2	P12399	0.443549033110518	0.502891551403146	0	0.301181913847039	0.53786946606738	0	0.828767208364588		0
Q8R242_Di-N-acetylchitobiase	proteomics_plasma	LAT	sp|Q8R242|DIAC_MOUSE	Di-N-acetylchitobiase  OS=Mus musculus (Mouse) GN=Ctbs PE=1 SV=2	Q8R242	0.342196991791994	0.502891551403146	0	-0.229722121192818	0.536973473017479	0	1.1097363905414		0
P13609_Serglycin	proteomics_plasma	LAT	sp|P13609|SRGN_MOUSE	Serglycin  OS=Mus musculus (Mouse) GN=Srgn PE=1 SV=1	P13609	0.569395663650212	0.503125970671737	0	-0.227723067778072	0.704321266709143	0	0.853176422265246		0
Q9CQF9_Prenylcysteine oxidase	proteomics_plasma	LAT	sp|Q9CQF9|PCYOX_MOUSE	Prenylcysteine oxidase  OS=Mus musculus (Mouse) GN=Pcyox1 PE=1 SV=1	Q9CQF9	-0.107253078133279	0.509765546161445	0	0.12070394652994	0.268526804863437	0	1.24297434106119		0
P08607_C4b-binding protein	proteomics_plasma	LAT	sp|P08607|C4BPA_MOUSE	C4b-binding protein  OS=Mus musculus (Mouse) GN=C4bpa PE=1 SV=3	P08607	-0.17763704241224	0.524789788974045	0	-0.520695333539148	0.00587961928093558	1	0.593454165289158		0
Q9Z2U1_Proteasome subunit alpha.	proteomics_plasma	LAT	sp|Q9Z2U1|PSA5_MOUSE	Proteasome subunit alpha type-5  OS=Mus musculus (Mouse) GN=Psma5 PE=1 SV=1	Q9Z2U1	0.110653459602659	0.529443557273982	0	0.242476472014744	0.0397007795821085	1	1.10747583030709		0
P00920_Carbonic anhydrase 2	proteomics_plasma	LAT	sp|P00920|CAH2_MOUSE	Carbonic anhydrase 2  OS=Mus musculus (Mouse) GN=Ca2 PE=1 SV=4	P00920	0.324682525980268	0.533502378813109	0	0.63141443046651	0.0642859707678294	0	0.914676318183071		0
O88844_Isocitrate dehydrogenase.	proteomics_plasma	LAT	sp|O88844|IDHC_MOUSE	Isocitrate dehydrogenase [NADP] cytoplasmic  OS=Mus musculus (Mouse) GN=Idh1 PE=1 SV=2	O88844	-0.241729967349954	0.533502378813109	0	0.0271690488784628	0.924076916061557	0	1.30705016848517		0
P52430_Serum paraoxonase/aryles.	proteomics_plasma	LAT	sp|P52430|PON1_MOUSE	Serum paraoxonase/arylesterase 1  OS=Mus musculus (Mouse) GN=Pon1 PE=1 SV=2	P52430	0.13545901682188	0.533502378813109	0	0.247698508197793	0.0812472307274863	0	0.538300869962191		0
P51885_Lumican	proteomics_plasma	LAT	sp|P51885|LUM_MOUSE	Lumican  OS=Mus musculus (Mouse) GN=Lum PE=1 SV=2	P51885	0.0965469227775984	0.533502378813109	0	0.145867413067382	0.14355868975522	0	1.08902960098925		0
Q03734_Serine protease inhibito.	proteomics_plasma	LAT	sp|Q03734|SPA3M_MOUSE	Serine protease inhibitor A3M  OS=Mus musculus (Mouse) GN=Serpina3m PE=1 SV=2	Q03734	-0.0959363013197851	0.533502378813109	0	0.498301104192468	4.15834470604237e-05	1	0.931815116301674		0
P00687_Alpha-amylase 1	proteomics_plasma	LAT	sp|P00687|AMY1_MOUSE	Alpha-amylase 1  OS=Mus musculus (Mouse) GN=Amy1 PE=1 SV=2	P00687	-0.0957787259237399	0.533502378813109	0	-0.176946511382297	0.0809944715558524	0	0.672192817083547		0
P14847_C-reactive protein	proteomics_plasma	LAT	sp|P14847|CRP_MOUSE	C-reactive protein  OS=Mus musculus (Mouse) GN=Crp PE=1 SV=2	P14847	-0.0808706925863198	0.533502378813109	0	-0.0224706642897843	0.828499444284297	0	1.26514566214703		0
P10605_Cathepsin B	proteomics_plasma	LAT	sp|P10605|CATB_MOUSE	Cathepsin B  OS=Mus musculus (Mouse) GN=Ctsb PE=1 SV=2	P10605	-0.0775791717971117	0.533502378813109	0	0.241027364190231	0.00626326087166815	1	1.11828270115192		0
Q9CPU0_Lactoylglutathione lyase	proteomics_plasma	LAT	sp|Q9CPU0|LGUL_MOUSE	Lactoylglutathione lyase  OS=Mus musculus (Mouse) GN=Glo1 PE=1 SV=3	Q9CPU0	0.700120888072426	0.536276330265229	0	1.77295736823256	0.0211934808943034	1	0.639675309702315		0
P46412_Glutathione peroxidase 3	proteomics_plasma	LAT	sp|P46412|GPX3_MOUSE	Glutathione peroxidase 3  OS=Mus musculus (Mouse) GN=Gpx3 PE=1 SV=2	P46412	0.103389709658291	0.536276330265229	0	0.020942381494379	0.878099421053463	0	1.25446887053611		0
Q8CG14_Complement C1s-A subcomp.	proteomics_plasma	LAT	sp|Q8CG14|CS1A_MOUSE	Complement C1s-A subcomponent  OS=Mus musculus (Mouse) GN=C1sa PE=2 SV=2	Q8CG14	-0.104109418442082	0.537442891371067	0	-0.047823017442898	0.692887107053607	0	0.941454460737489		0
