variableMetadata	set	gene	accession	description	uniprot_id	WT.KO_fold	WT.KO_BH	WT.KO_signif	M.F_fold	M.F_BH	M.F_signif	oplsda_vip	biosigner	mixomics
P63087_Serine/threonine-protein.	proteomics_liver	MX2	sp|P63087|PP1G_MOUSE	Serine/threonine-protein phosphatase PP1-gamma catalytic subunit  OS=Mus musculus (Mouse) GN=Ppp1cc PE=1 SV=1	P63087	-0.138323795664466	0.144486430181353	0	0.136952595279006	0.0748092117025667	0	1.22040037219371		0
P29788_Vitronectin	proteomics_liver	MX2	sp|P29788|VTNC_MOUSE	Vitronectin  OS=Mus musculus (Mouse) GN=Vtn PE=1 SV=2	P29788	1.14268155199101	0.14564278472525	0	-1.18545403293887	0.0638931978386818	0	1.07214650597224		0
Q9D7I5_Phospholysine phosphohis.	proteomics_liver	MX2	sp|Q9D7I5|LHPP_MOUSE	Phospholysine phosphohistidine inorganic pyrophosphate phosphatase  OS=Mus musculus (Mouse) GN=Lhpp PE=1 SV=1	Q9D7I5	0.531497646415541	0.14564278472525	0	0.35444991520426	0.254181046842308	0	1.53605734824855		0
Q8R5H1_Ubiquitin carboxyl-termi.	proteomics_liver	MX2	sp|Q8R5H1|UBP15_MOUSE	Ubiquitin carboxyl-terminal hydrolase 15  OS=Mus musculus (Mouse) GN=Usp15 PE=1 SV=1	Q8R5H1	0.20434968132739	0.145898319736931	0	-0.145843048848114	0.193143424880915	0	1.21862415550214		0
P32261_Antithrombin-III	proteomics_liver	MX2	sp|P32261|ANT3_MOUSE	Antithrombin-III  OS=Mus musculus (Mouse) GN=Serpinc1 PE=1 SV=1	P32261	0.0856434336530434	0.145898319736931	0	0.0946571310015969	0.0462573333276553	1	1.66433845798756		0
P31651_Sodium- and chloride-dep.	proteomics_liver	MX2	sp|P31651|S6A12_MOUSE	Sodium- and chloride-dependent betaine transporter  OS=Mus musculus (Mouse) GN=Slc6a12 PE=2 SV=1	P31651	0.144922639210026	0.14692169151325	0	0.227522902729657	0.00438169129895805	1	1.22132340713225		0
Q9CXI5_Mesencephalic astrocyte-.	proteomics_liver	MX2	sp|Q9CXI5|MANF_MOUSE	Mesencephalic astrocyte-derived neurotrophic factor  OS=Mus musculus (Mouse) GN=Manf PE=1 SV=1	Q9CXI5	-0.20355938093628	0.147072568185182	0	0.131589442179298	0.238310122866415	0	1.50362138564817		0
Q99KV1_DnaJ homolog subfamily B.	proteomics_liver	MX2	sp|Q99KV1|DJB11_MOUSE	DnaJ homolog subfamily B member 11  OS=Mus musculus (Mouse) GN=Dnajb11 PE=1 SV=1	Q99KV1	-0.155855062646459	0.147326465289783	0	0.197673456968001	0.0263116880225706	1	1.26518478500204		0
Q9WTP6_Adenylate kinase 2, mito.	proteomics_liver	MX2	sp|Q9WTP6|KAD2_MOUSE	Adenylate kinase 2, mitochondrial  OS=Mus musculus (Mouse) GN=Ak2 PE=1 SV=5	Q9WTP6	-0.08186715198595	0.14807496301716	0	0.0829698051823229	0.0713632086663294	0	1.18405324075967		0
Q8K411_Presequence protease, mi.	proteomics_liver	MX2	sp|Q8K411|PREP_MOUSE	Presequence protease, mitochondrial  OS=Mus musculus (Mouse) GN=Pitrm1 PE=1 SV=1	Q8K411	0.960210264532328	0.148377289154964	0	0.284306220397955	0.675201002233087	0	1.46319250045885		0
Q9CQN6_Transmembrane protein 14C	proteomics_liver	MX2	sp|Q9CQN6|TM14C_MOUSE	Transmembrane protein 14C  OS=Mus musculus (Mouse) GN=Tmem14c PE=1 SV=1	Q9CQN6	0.123985998423173	0.148383319998767	0	-0.322100400925951	9.49557065859125e-05	1	0.880656040428988		0
P35292_Ras-related protein Rab-.	proteomics_liver	MX2	sp|P35292|RAB17_MOUSE	Ras-related protein Rab-17  OS=Mus musculus (Mouse) GN=Rab17 PE=1 SV=1	P35292	-0.227653240428069	0.148575086159705	0	0.244048543315625	0.0583107177435641	0	1.41267965937717		0
Q9CR16_Peptidyl-prolyl cis-tran.	proteomics_liver	MX2	sp|Q9CR16|PPID_MOUSE	Peptidyl-prolyl cis-trans isomerase D  OS=Mus musculus (Mouse) GN=Ppid PE=1 SV=3	Q9CR16	-0.128422824097825	0.148575086159705	0	0.166952778440443	0.0236489287646642	1	0.979558038172285		0
P68037_Ubiquitin-conjugating en.	proteomics_liver	MX2	sp|P68037|UB2L3_MOUSE	Ubiquitin-conjugating enzyme E2 L3  OS=Mus musculus (Mouse) GN=Ube2l3 PE=1 SV=1	P68037	-0.283618145413126	0.148930775725376	0	0.225864124439489	0.153880126105083	0	0.901467122156528		0
Q8CFV9_Riboflavin kinase	proteomics_liver	MX2	sp|Q8CFV9|RIFK_MOUSE	Riboflavin kinase  OS=Mus musculus (Mouse) GN=Rfk PE=1 SV=2	Q8CFV9	-0.225739098751966	0.148930775725376	0	0.341118513640836	0.0101029094403071	1	1.03535520185033		0
Q8VC12_Urocanate hydratase	proteomics_liver	MX2	sp|Q8VC12|HUTU_MOUSE	Urocanate hydratase  OS=Mus musculus (Mouse) GN=Uroc1 PE=1 SV=2	Q8VC12	0.134032806952721	0.149464401190761	0	0.0657488557304688	0.439179396270401	0	1.66842569769057		0
Q9WUU7_Cathepsin Z	proteomics_liver	MX2	sp|Q9WUU7|CATZ_MOUSE	Cathepsin Z  OS=Mus musculus (Mouse) GN=Ctsz PE=1 SV=1	Q9WUU7	-0.222675974251729	0.149708050221239	0	-0.0772183181096189	0.612609434754379	0	1.56195628811264		0
Q9QY76_Vesicle-associated membr.	proteomics_liver	MX2	sp|Q9QY76|VAPB_MOUSE	Vesicle-associated membrane protein-associated protein B  OS=Mus musculus (Mouse) GN=Vapb PE=1 SV=3	Q9QY76	-0.160751140550726	0.149708050221239	0	0.276835240203184	0.00420406809239436	1	1.0848395527788		0
Q9D5J6_Sedoheptulokinase	proteomics_liver	MX2	sp|Q9D5J6|SHPK_MOUSE	Sedoheptulokinase  OS=Mus musculus (Mouse) GN=Shpk PE=1 SV=1	Q9D5J6	0.120054103744501	0.150445957025188	0	0.100511297651995	0.14843173915868	0	1.57438537028225		0
Q9D023_Mitochondrial pyruvate c.	proteomics_liver	MX2	sp|Q9D023|MPC2_MOUSE	Mitochondrial pyruvate carrier 2  OS=Mus musculus (Mouse) GN=Mpc2 PE=1 SV=1	Q9D023	-0.0950961579271592	0.150445957025188	0	0.721844767583725	1.65028483363333e-11	1	0.300912540336268		0
P80314_T-complex protein 1 subu.	proteomics_liver	MX2	sp|P80314|TCPB_MOUSE	T-complex protein 1 subunit beta  OS=Mus musculus (Mouse) GN=Cct2 PE=1 SV=4	P80314	-0.0626496420177851	0.150445957025188	0	0.063668741138553	0.0729935752466728	0	1.30057981543099		0
Q9R0H0_Peroxisomal acyl-coenzym.	proteomics_liver	MX2	sp|Q9R0H0|ACOX1_MOUSE	Peroxisomal acyl-coenzyme A oxidase 1  OS=Mus musculus (Mouse) GN=Acox1 PE=1 SV=5	Q9R0H0	0.0838593020712679	0.151657139236002	0	-0.383858696393915	5.60660049411685e-08	1	0.515697308463169		0
Q9CZS1_Aldehyde dehydrogenase X.	proteomics_liver	MX2	sp|Q9CZS1|AL1B1_MOUSE	Aldehyde dehydrogenase X, mitochondrial  OS=Mus musculus (Mouse) GN=Aldh1b1 PE=1 SV=1	Q9CZS1	0.39394272772698	0.152383701833235	0	0.929490508457537	5.18898955353575e-05	1	1.24168332116533		0
P70389_Insulin-like growth fact.	proteomics_liver	MX2	sp|P70389|ALS_MOUSE	Insulin-like growth factor-binding protein complex acid labile subunit  OS=Mus musculus (Mouse) GN=Igfals PE=1 SV=1	P70389	0.257635875312552	0.153694485900785	0	0.309685477362905	0.0325673848110066	1	1.39729955913085		0
Q9D958_Signal peptidase complex.	proteomics_liver	MX2	sp|Q9D958|SPCS1_MOUSE	Signal peptidase complex subunit 1  OS=Mus musculus (Mouse) GN=Spcs1 PE=2 SV=3	Q9D958	-0.15421334237999	0.15381956722405	0	-0.118596100868356	0.189436464970374	0	1.1487741576929		0
Q571I9_Aldehyde dehydrogenase f.	proteomics_liver	MX2	sp|Q571I9|A16A1_MOUSE	Aldehyde dehydrogenase family 16 member A1  OS=Mus musculus (Mouse) GN=Aldh16a1 PE=1 SV=2	Q571I9	0.142539505314446	0.154230998331483	0	-0.261526973540001	0.00285413046153855	1	1.02956633291095		0
Q99MR8_Methylcrotonoyl-CoA carb.	proteomics_liver	MX2	sp|Q99MR8|MCCA_MOUSE	Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial  OS=Mus musculus (Mouse) GN=Mccc1 PE=1 SV=2	Q99MR8	0.108064153844431	0.154336648844964	0	-0.0198029709328083	0.729118793410273	0	1.55590899591871		0
Q9WVJ3_Carboxypeptidase Q	proteomics_liver	MX2	sp|Q9WVJ3|CBPQ_MOUSE	Carboxypeptidase Q  OS=Mus musculus (Mouse) GN=Cpq PE=1 SV=1	Q9WVJ3	-0.131244192443887	0.154608919958098	0	-0.195323594787222	0.00789823164049663	1	1.29434381026399		0
P80317_T-complex protein 1 subu.	proteomics_liver	MX2	sp|P80317|TCPZ_MOUSE	T-complex protein 1 subunit zeta  OS=Mus musculus (Mouse) GN=Cct6a PE=1 SV=3	P80317	-0.0791598215423299	0.155119820802138	0	0.116039034423252	0.0134078974821981	1	1.08366779079257		0
P24549_Retinal dehydrogenase 1	proteomics_liver	MX2	sp|P24549|AL1A1_MOUSE	Retinal dehydrogenase 1  OS=Mus musculus (Mouse) GN=Aldh1a1 PE=1 SV=5	P24549	0.196376837655372	0.155362411458366	0	-0.386749304677256	0.00162841465600968	1	0.761630533567176		0
Q924Z4_Ceramide synthase 2	proteomics_liver	MX2	sp|Q924Z4|CERS2_MOUSE	Ceramide synthase 2  OS=Mus musculus (Mouse) GN=Cers2 PE=1 SV=1	Q924Z4	0.118500466382493	0.155362411458366	0	0.0294409766572734	0.740719255563196	0	1.47325942307508		0
P68369_Tubulin alpha-1A chain	proteomics_liver	MX2	sp|P68369|TBA1A_MOUSE	Tubulin alpha-1A chain  OS=Mus musculus (Mouse) GN=Tuba1a PE=1 SV=1	P68369	-0.283581644364748	0.155560141859784	0	0.350123349862177	0.0342030258064918	1	1.04897767400212		0
Q00PI9_Heterogeneous nuclear ri.	proteomics_liver	MX2	sp|Q00PI9|HNRL2_MOUSE	Heterogeneous nuclear ribonucleoprotein U-like protein 2  OS=Mus musculus (Mouse) GN=Hnrnpul2 PE=1 SV=2	Q00PI9	1.62324829068452	0.157244693111384	0	-0.15747165179344	0.834847816981068	0	1.26165535538669		0
Q61702_Inter-alpha-trypsin inhi.	proteomics_liver	MX2	sp|Q61702|ITIH1_MOUSE	Inter-alpha-trypsin inhibitor heavy chain H1  OS=Mus musculus (Mouse) GN=Itih1 PE=1 SV=2	Q61702	0.900206547211418	0.157244693111384	0	0.260522319416072	0.69294061144252	0	1.29925476434735		0
O88531_Palmitoyl-protein thioes.	proteomics_liver	MX2	sp|O88531|PPT1_MOUSE	Palmitoyl-protein thioesterase 1  OS=Mus musculus (Mouse) GN=Ppt1 PE=1 SV=2	O88531	-0.174302745444248	0.157310661419896	0	-0.305313511174948	0.00199380130669969	1	1.49729461140895		0
P11438_Lysosome-associated memb.	proteomics_liver	MX2	sp|P11438|LAMP1_MOUSE	Lysosome-associated membrane glycoprotein 1  OS=Mus musculus (Mouse) GN=Lamp1 PE=1 SV=2	P11438	0.797445118184182	0.159573432238382	0	-0.52120132901786	0.248015158102103	0	0.663758806003544		0
Q9CYN2_Signal peptidase complex.	proteomics_liver	MX2	sp|Q9CYN2|SPCS2_MOUSE	Signal peptidase complex subunit 2  OS=Mus musculus (Mouse) GN=Spcs2 PE=1 SV=1	Q9CYN2	-0.160375538190618	0.160665493275194	0	-0.00412564431388063	0.987185291379272	0	1.63093495031243		0
P35505_Fumarylacetoacetase	proteomics_liver	MX2	sp|P35505|FAAA_MOUSE	Fumarylacetoacetase  OS=Mus musculus (Mouse) GN=Fah PE=1 SV=2	P35505	0.0776268836724654	0.161378787385552	0	0.0194676688743591	0.740719255563196	0	1.38731192176801		0
Q9JJJ3_Aquaporin-9	proteomics_liver	MX2	sp|Q9JJJ3|AQP9_MOUSE	Aquaporin-9  OS=Mus musculus (Mouse) GN=Aqp9 PE=2 SV=1	Q9JJJ3	0.250742155938937	0.161541217830679	0	0.147341950771754	0.348518944009385	0	1.06156579953284		0
Q7TNP2_Serine/threonine-protein.	proteomics_liver	MX2	sp|Q7TNP2|2AAB_MOUSE	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform  OS=Mus musculus (Mouse) GN=Ppp2r1b PE=1 SV=2	Q7TNP2	0.22848827382678	0.161541217830679	0	-0.130713252036159	0.314189553154719	0	1.15352588998612		0
P47964_60S ribosomal protein L36	proteomics_liver	MX2	sp|P47964|RL36_MOUSE	60S ribosomal protein L36  OS=Mus musculus (Mouse) GN=Rpl36 PE=1 SV=2	P47964	-0.171659617628869	0.161541217830679	0	-0.0619578549569901	0.606265531731565	0	1.21154338138767		0
Q8R0N6_Hydroxyacid-oxoacid tran.	proteomics_liver	MX2	sp|Q8R0N6|HOT_MOUSE	Hydroxyacid-oxoacid transhydrogenase, mitochondrial  OS=Mus musculus (Mouse) GN=Adhfe1 PE=1 SV=2	Q8R0N6	0.148489459962995	0.161541217830679	0	0.0470153194147969	0.659064080619926	0	1.43453412773486		0
Q91YP2_Neurolysin, mitochondrial	proteomics_liver	MX2	sp|Q91YP2|NEUL_MOUSE	Neurolysin, mitochondrial  OS=Mus musculus (Mouse) GN=Nln PE=1 SV=1	Q91YP2	0.808948560916985	0.162049248371308	0	0.66594517792052	0.166100243365411	0	1.40097930760949		0
P28665_Murinoglobulin-1	proteomics_liver	MX2	sp|P28665|MUG1_MOUSE	Murinoglobulin-1  OS=Mus musculus (Mouse) GN=Mug1 PE=1 SV=3	P28665	0.689637416792568	0.162049248371308	0	-1.83728583236181	0.000109491004742725	1	0.715000597161073		0
Q91XE4_N-acyl-aromatic-L-amino .	proteomics_liver	MX2	sp|Q91XE4|ACY3_MOUSE	N-acyl-aromatic-L-amino acid amidohydrolase (carboxylate-forming)  OS=Mus musculus (Mouse) GN=Acy3 PE=1 SV=1	Q91XE4	-0.111951046905741	0.162183092800836	0	0.149341284587667	0.0248705069300387	1	1.07232289630185		0
Q9EQH3_Vacuolar protein sorting.	proteomics_liver	MX2	sp|Q9EQH3|VPS35_MOUSE	Vacuolar protein sorting-associated protein 35  OS=Mus musculus (Mouse) GN=Vps35 PE=1 SV=1	Q9EQH3	0.104574350640718	0.162183092800836	0	-0.179047117317442	0.00542430822674817	1	1.12321484001421		0
Q9R008_Mevalonate kinase	proteomics_liver	MX2	sp|Q9R008|KIME_MOUSE	Mevalonate kinase  OS=Mus musculus (Mouse) GN=Mvk PE=1 SV=1	Q9R008	1.64137891012644	0.162434840280982	0	2.66302997683949	0.00447211595762591	1	1.23098913539253		0
P80318_T-complex protein 1 subu.	proteomics_liver	MX2	sp|P80318|TCPG_MOUSE	T-complex protein 1 subunit gamma  OS=Mus musculus (Mouse) GN=Cct3 PE=1 SV=1	P80318	-0.0628937334092647	0.163130303766794	0	0.0774711528532137	0.0377146009398776	1	0.964596056059651		0
P39054_Dynamin-2	proteomics_liver	MX2	sp|P39054|DYN2_MOUSE	Dynamin-2  OS=Mus musculus (Mouse) GN=Dnm2 PE=1 SV=2	P39054	0.420763340824468	0.163506489869811	0	-0.0623081883458632	0.779205791570243	0	1.40648094932068		0
Q91V41_Ras-related protein Rab-.	proteomics_liver	MX2	sp|Q91V41|RAB14_MOUSE	Ras-related protein Rab-14  OS=Mus musculus (Mouse) GN=Rab14 PE=1 SV=3	Q91V41	-0.0714651544519356	0.163506489869811	0	0.171678100371619	0.00033198993650301	1	0.864838684848029		0
P16675_Lysosomal protective pro.	proteomics_liver	MX2	sp|P16675|PPGB_MOUSE	Lysosomal protective protein  OS=Mus musculus (Mouse) GN=Ctsa PE=1 SV=1	P16675	-0.17575918554072	0.163776946701055	0	-0.259518879145521	0.00986090152038076	1	1.60913703941749		0
Q8R086_Sulfite oxidase, mitocho.	proteomics_liver	MX2	sp|Q8R086|SUOX_MOUSE	Sulfite oxidase, mitochondrial  OS=Mus musculus (Mouse) GN=Suox PE=1 SV=2	Q8R086	0.0891136939107078	0.163776946701055	0	0.201664359853019	0.000125941760173424	1	1.18779989966718		0
Q9D8W7_OCIA domain-containing p.	proteomics_liver	MX2	sp|Q9D8W7|OCAD2_MOUSE	OCIA domain-containing protein 2  OS=Mus musculus (Mouse) GN=Ociad2 PE=1 SV=1	Q9D8W7	0.300763465584943	0.165754956330787	0	-1.96228551023912	3.98588882450952e-10	1	0.392932821996281		0
P53026_60S ribosomal protein L1.	proteomics_liver	MX2	sp|P53026|RL10A_MOUSE	60S ribosomal protein L10a  OS=Mus musculus (Mouse) GN=Rpl10a PE=1 SV=3	P53026	-0.0994407604328167	0.165754956330787	0	0.011003675787979	0.822875131212074	0	1.50403812544138		0
Q8BMF4_Dihydrolipoyllysine-resi.	proteomics_liver	MX2	sp|Q8BMF4|ODP2_MOUSE	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial  OS=Mus musculus (Mouse) GN=Dlat PE=1 SV=2	Q8BMF4	-0.0751225558694522	0.166869126043873	0	0.119334747776126	0.00977389557059173	1	0.881622005098029		0
Q80UM3_N-alpha-acetyltransferas.	proteomics_liver	MX2	sp|Q80UM3|NAA15_MOUSE	N-alpha-acetyltransferase 15, NatA auxiliary subunit  OS=Mus musculus (Mouse) GN=Naa15 PE=1 SV=1	Q80UM3	-0.281163160648408	0.166987406693903	0	0.069345094043392	0.661969634437098	0	1.18790559950277		0
Q9WUM3_Coronin-1B	proteomics_liver	MX2	sp|Q9WUM3|COR1B_MOUSE	Coronin-1B  OS=Mus musculus (Mouse) GN=Coro1b PE=1 SV=1	Q9WUM3	0.248588978507041	0.167052652971437	0	0.0984157274287156	0.569356033158178	0	1.34677558507712		0
Q9CPU0_Lactoylglutathione lyase	proteomics_liver	MX2	sp|Q9CPU0|LGUL_MOUSE	Lactoylglutathione lyase  OS=Mus musculus (Mouse) GN=Glo1 PE=1 SV=3	Q9CPU0	-0.118966430487355	0.167052652971437	0	-0.180369092179529	0.00852095628704187	1	1.53378528300568		0
P47757_F-actin-capping protein .	proteomics_liver	MX2	sp|P47757|CAPZB_MOUSE	F-actin-capping protein subunit beta  OS=Mus musculus (Mouse) GN=Capzb PE=1 SV=3	P47757	-0.0775463771631593	0.167052652971437	0	0.12495978714092	0.009059916917238	1	1.11625288848522		0
Q8BGR9_Ubiquitin-like domain-co.	proteomics_liver	MX2	sp|Q8BGR9|UBCP1_MOUSE	Ubiquitin-like domain-containing CTD phosphatase 1  OS=Mus musculus (Mouse) GN=Ublcp1 PE=1 SV=1	Q8BGR9	0.181416262133634	0.167268262837924	0	-0.129960147812692	0.215620912907475	0	1.29183553437071		0
Q8BFW7_Lipoma-preferred partner.	proteomics_liver	MX2	sp|Q8BFW7|LPP_MOUSE	Lipoma-preferred partner homolog  OS=Mus musculus (Mouse) GN=Lpp PE=1 SV=1	Q8BFW7	0.760674051957945	0.168234332410079	0	-0.374907443966467	0.398926491936	0	1.33380498673061		0
Q8CIB5_Fermitin family homolog 2	proteomics_liver	MX2	sp|Q8CIB5|FERM2_MOUSE	Fermitin family homolog 2  OS=Mus musculus (Mouse) GN=Fermt2 PE=1 SV=1	Q8CIB5	0.307681425571264	0.168234332410079	0	-0.00750785810831545	0.929991869215583	0	1.30776676252188		0
Q7TSH2_Phosphorylase b kinase r.	proteomics_liver	MX2	sp|Q7TSH2|KPBB_MOUSE	Phosphorylase b kinase regulatory subunit beta  OS=Mus musculus (Mouse) GN=Phkb PE=1 SV=1	Q7TSH2	0.20062217512141	0.168234332410079	0	-0.37621264213459	0.00326283645132696	1	1.15702984982057		0
Q6P1F6_Serine/threonine-protein.	proteomics_liver	MX2	sp|Q6P1F6|2ABA_MOUSE	Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform  OS=Mus musculus (Mouse) GN=Ppp2r2a PE=1 SV=1	Q6P1F6	-0.176620261074284	0.168234332410079	0	-0.0451747191959129	0.740711212331926	0	1.1296542468024		0
Q62186_Translocon-associated pr.	proteomics_liver	MX2	sp|Q62186|SSRD_MOUSE	Translocon-associated protein subunit delta  OS=Mus musculus (Mouse) GN=Ssr4 PE=1 SV=1	Q62186	-0.12209301120421	0.168234332410079	0	0.155340999032145	0.0346112118138614	1	1.34846168139318		0
P38647_Stress-70 protein, mitoc.	proteomics_liver	MX2	sp|P38647|GRP75_MOUSE	Stress-70 protein, mitochondrial  OS=Mus musculus (Mouse) GN=Hspa9 PE=1 SV=3	P38647	0.094135074008225	0.168234332410079	0	-0.12546804053342	0.0275850278634418	1	1.10168193472877		0
Q9CR68_Cytochrome b-c1 complex .	proteomics_liver	MX2	sp|Q9CR68|UCRI_MOUSE	Cytochrome b-c1 complex subunit Rieske, mitochondrial  OS=Mus musculus (Mouse) GN=Uqcrfs1 PE=1 SV=1	Q9CR68	-0.0937381823633601	0.168234332410079	0	-0.0295984218219445	0.667353081713359	0	1.58934742743071		0
Q8CFX1_GDH/6PGL endoplasmic bif.	proteomics_liver	MX2	sp|Q8CFX1|G6PE_MOUSE	GDH/6PGL endoplasmic bifunctional protein  OS=Mus musculus (Mouse) GN=H6pd PE=1 SV=2	Q8CFX1	0.0876001258711909	0.168234332410079	0	-0.489267781241779	5.43148953856153e-09	1	0.434560542816632		0
Q9WVM8_Kynurenine/alpha-aminoad.	proteomics_liver	MX2	sp|Q9WVM8|AADAT_MOUSE	Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial  OS=Mus musculus (Mouse) GN=Aadat PE=1 SV=1	Q9WVM8	0.124428372912135	0.168428763966198	0	-0.502629890226444	7.81541837239488e-07	1	0.318858384455525		0
Q78JT3_3-hydroxyanthranilate 3,.	proteomics_liver	MX2	sp|Q78JT3|3HAO_MOUSE	3-hydroxyanthranilate 3,4-dioxygenase  OS=Mus musculus (Mouse) GN=Haao PE=1 SV=1	Q78JT3	-0.0773041292794403	0.168428763966198	0	0.175993116715091	0.000626772582255244	1	0.875482336391381		0
Q99KK7_Dipeptidyl peptidase 3	proteomics_liver	MX2	sp|Q99KK7|DPP3_MOUSE	Dipeptidyl peptidase 3  OS=Mus musculus (Mouse) GN=Dpp3 PE=1 SV=2	Q99KK7	0.0661934186912703	0.168428763966198	0	-0.289516819136708	2.42877763774123e-07	1	0.623045290643427		0
Q3UIU2_NADH dehydrogenase [ubiq.	proteomics_liver	MX2	sp|Q3UIU2|NDUB6_MOUSE	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6  OS=Mus musculus (Mouse) GN=Ndufb6 PE=1 SV=3	Q3UIU2	0.550395788058729	0.168471890579153	0	-0.622512446743929	0.0588885122918292	0	1.00175940354818		0
Q80Y14_Glutaredoxin-related pro.	proteomics_liver	MX2	sp|Q80Y14|GLRX5_MOUSE	Glutaredoxin-related protein 5, mitochondrial  OS=Mus musculus (Mouse) GN=Glrx5 PE=1 SV=2	Q80Y14	-0.822425949422954	0.170236123688381	0	0.215105924146538	0.650397383938724	0	1.28918140792513		0
P29391_Ferritin light chain 1	proteomics_liver	MX2	sp|P29391|FRIL1_MOUSE	Ferritin light chain 1  OS=Mus musculus (Mouse) GN=Ftl1 PE=1 SV=2	P29391	-0.103038584689521	0.17046802222754	0	0.927536823181484	3.1947142822898e-12	1	0.245355347822604		0
P49443_Protein phosphatase 1A	proteomics_liver	MX2	sp|P49443|PPM1A_MOUSE	Protein phosphatase 1A  OS=Mus musculus (Mouse) GN=Ppm1a PE=1 SV=1	P49443	1.05674848198585	0.17107375708689	0	0.63236687942625	0.352742249467517	0	1.11696197978732		0
Q9R013_Cathepsin F	proteomics_liver	MX2	sp|Q9R013|CATF_MOUSE	Cathepsin F  OS=Mus musculus (Mouse) GN=Ctsf PE=1 SV=1	Q9R013	-0.89138530408545	0.17107375708689	0	0.0098407316158422	0.947094572226043	0	1.52973561864564		0
Q9D1G1_Ras-related protein Rab-.	proteomics_liver	MX2	sp|Q9D1G1|RAB1B_MOUSE	Ras-related protein Rab-1B  OS=Mus musculus (Mouse) GN=Rab1b PE=1 SV=1	Q9D1G1	-0.126180442791568	0.171091222625373	0	0.285260667986009	0.000714671545510916	1	0.881153572012142		0
P28230_Gap junction beta-1 prot.	proteomics_liver	MX2	sp|P28230|CXB1_MOUSE	Gap junction beta-1 protein  OS=Mus musculus (Mouse) GN=Gjb1 PE=1 SV=3	P28230	0.817249280267632	0.171511185361463	0	0.405949438978752	0.458682360650634	0	1.22267259349886		0
P51658_Estradiol 17-beta-dehydr.	proteomics_liver	MX2	sp|P51658|DHB2_MOUSE	Estradiol 17-beta-dehydrogenase 2  OS=Mus musculus (Mouse) GN=Hsd17b2 PE=1 SV=2	P51658	-0.0908470149207332	0.17521047751164	0	0.466240706416592	2.64322665569628e-08	1	0.51901817763896		0
Q91X44_Glucokinase regulatory p.	proteomics_liver	MX2	sp|Q91X44|GCKR_MOUSE	Glucokinase regulatory protein  OS=Mus musculus (Mouse) GN=Gckr PE=1 SV=3	Q91X44	0.122795231581268	0.176091450119362	0	-0.0515922674755451	0.478967229876081	0	1.52787775838743		0
Q8R238_Serine dehydratase-like	proteomics_liver	MX2	sp|Q8R238|SDSL_MOUSE	Serine dehydratase-like  OS=Mus musculus (Mouse) GN=Sdsl PE=1 SV=1	Q8R238	0.342877402616342	0.177267550824355	0	-0.356010373623597	0.0851139054911941	0	0.865871007120392		0
Q8K0E8_Fibrinogen beta chain	proteomics_liver	MX2	sp|Q8K0E8|FIBB_MOUSE	Fibrinogen beta chain  OS=Mus musculus (Mouse) GN=Fgb PE=1 SV=1	Q8K0E8	0.0992175743442694	0.177267550824355	0	-0.286259779634157	7.21029531526254e-05	1	0.62795948336459		0
Q9D7G0_Ribose-phosphate pyropho.	proteomics_liver	MX2	sp|Q9D7G0|PRPS1_MOUSE	Ribose-phosphate pyrophosphokinase 1  OS=Mus musculus (Mouse) GN=Prps1 PE=1 SV=4	Q9D7G0	-0.0970021844302948	0.177267550824355	0	0.351573721944575	4.65343357608677e-06	1	0.477332664189899		0
Q9EQ20_Methylmalonate-semialdeh.	proteomics_liver	MX2	sp|Q9EQ20|MMSA_MOUSE	Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial  OS=Mus musculus (Mouse) GN=Aldh6a1 PE=1 SV=1	Q9EQ20	0.0542025811192701	0.177267550824355	0	0.135041870534319	5.00937380556247e-05	1	1.24557559962892		0
Q3TXS7_26S proteasome non-ATPas.	proteomics_liver	MX2	sp|Q3TXS7|PSMD1_MOUSE	26S proteasome non-ATPase regulatory subunit 1  OS=Mus musculus (Mouse) GN=Psmd1 PE=1 SV=1	Q3TXS7	0.202974695665571	0.177558342439391	0	-0.363203734791448	0.00530841920188275	1	1.04628243917855		0
Q99N95_NULL	proteomics_liver	MX2	sp|Q99N95|RM03_MOUSE	NA	Q99N95	-0.171607942572564	0.177558342439391	0	0.0363494498763011	0.711924322591154	0	1.25597846755658		0
Q9WVL0_Maleylacetoacetate isome.	proteomics_liver	MX2	sp|Q9WVL0|MAAI_MOUSE	Maleylacetoacetate isomerase  OS=Mus musculus (Mouse) GN=Gstz1 PE=1 SV=1	Q9WVL0	-0.0678477668714486	0.177558342439391	0	0.100275148599355	0.0179844962591092	1	1.06133737282675		0
