variableMetadata	set	gene	accession	description	uniprot_id	WT.KO_fold	WT.KO_BH	WT.KO_signif	M.F_fold	M.F_BH	M.F_signif	oplsda_vip	biosigner	mixomics
Q01405_Protein transport protei.	proteomics_liver	LAT	sp|Q01405|SC23A_MOUSE	Protein transport protein Sec23A  OS=Mus musculus (Mouse) GN=Sec23a PE=1 SV=2	Q01405	0.24624949071368	0.0463701441796945	1	-0.217320548364142	0.0377212474331155	1	1.38138742493569		0
Q9D710_Thioredoxin-related tran.	proteomics_liver	LAT	sp|Q9D710|TMX2_MOUSE	Thioredoxin-related transmembrane protein 2  OS=Mus musculus (Mouse) GN=Tmx2 PE=1 SV=1	Q9D710	1.14326720829576	0.0477731620637861	1	-0.86821599516642	0.0575013234269048	0	1.6617233586107		0
Q60597_2-oxoglutarate dehydroge.	proteomics_liver	LAT	sp|Q60597|ODO1_MOUSE	2-oxoglutarate dehydrogenase, mitochondrial  OS=Mus musculus (Mouse) GN=Ogdh PE=1 SV=3	Q60597	0.417579900833648	0.0492988961939056	1	-0.271391060542406	0.0973536014596908	0	1.90096776400467		0
Q91W34_RUS1 family protein C16o.	proteomics_liver	LAT	sp|Q91W34|RUS1_MOUSE	RUS1 family protein C16orf58 homolog  OS=Mus musculus (Mouse) PE=1 SV=1	Q91W34	-0.46648999984259	0.0493089645737012	1	-0.389663871924508	0.0927678377131739	0	1.74705576631734		0
Q9Z2M7_Phosphomannomutase 2	proteomics_liver	LAT	sp|Q9Z2M7|PMM2_MOUSE	Phosphomannomutase 2  OS=Mus musculus (Mouse) GN=Pmm2 PE=1 SV=1	Q9Z2M7	-0.161099703674164	0.0493089645737012	1	0.149541627878463	0.0335539569560932	1	1.6775871619908		0
Q9CYW4_Haloacid dehalogenase-li.	proteomics_liver	LAT	sp|Q9CYW4|HDHD3_MOUSE	Haloacid dehalogenase-like hydrolase domain-containing protein 3  OS=Mus musculus (Mouse) GN=Hdhd3 PE=1 SV=1	Q9CYW4	-0.21229124513189	0.0500988601312317	0	0.231567549461602	0.00199475539192429	1	1.73716938348458		0.0242627513276387
O08795_Glucosidase 2 subunit be.	proteomics_liver	LAT	sp|O08795|GLU2B_MOUSE	Glucosidase 2 subunit beta  OS=Mus musculus (Mouse) GN=Prkcsh PE=1 SV=1	O08795	0.426793891180253	0.0501433528311385	0	0.424054712667658	0.122410534247853	0	1.23474489192532		0
P56399_Ubiquitin carboxyl-termi.	proteomics_liver	LAT	sp|P56399|UBP5_MOUSE	Ubiquitin carboxyl-terminal hydrolase 5  OS=Mus musculus (Mouse) GN=Usp5 PE=1 SV=1	P56399	0.365677470905254	0.0501433528311385	0	-0.366294678177582	0.00845909697830413	1	1.44626259263208		0
O88451_Retinol dehydrogenase 7	proteomics_liver	LAT	sp|O88451|RDH7_MOUSE	Retinol dehydrogenase 7  OS=Mus musculus (Mouse) GN=Rdh7 PE=1 SV=1	O88451	-0.142267165160632	0.0505035131215835	0	0.0980259085102269	0.0576296079399359	0	1.39113707455105		0
A2AKQ0_UDP-glucuronic acid/UDP-.	proteomics_liver	LAT	sp|A2AKQ0|S35D1_MOUSE	UDP-glucuronic acid/UDP-N-acetylgalactosamine transporter  OS=Mus musculus (Mouse) GN=Slc35d1 PE=2 SV=2	A2AKQ0	0.577192311032384	0.0517327458722844	0	-0.599434773939063	0.00723710623952478	1	1.31247456708144		0
Q61937_Nucleophosmin	proteomics_liver	LAT	sp|Q61937|NPM_MOUSE	Nucleophosmin  OS=Mus musculus (Mouse) GN=Npm1 PE=1 SV=1	Q61937	-0.213908958699069	0.0522817233023855	0	0.164000603081114	0.0967624860837935	0	1.55681022113994		0
Q8BGR9_Ubiquitin-like domain-co.	proteomics_liver	LAT	sp|Q8BGR9|UBCP1_MOUSE	Ubiquitin-like domain-containing CTD phosphatase 1  OS=Mus musculus (Mouse) GN=Ublcp1 PE=1 SV=1	Q8BGR9	0.36437828979637	0.0524817000825167	0	0.263108224988539	0.227270577887543	0	1.41047714141409		0
P28650_Adenylosuccinate synthet.	proteomics_liver	LAT	sp|P28650|PURA1_MOUSE	Adenylosuccinate synthetase isozyme 1  OS=Mus musculus (Mouse) GN=Adssl1 PE=1 SV=2	P28650	-0.619070802851695	0.0524976253667828	0	1.18085945602926	0.00314592144115063	1	0.250509911772609		0
Q99LI2_Chloride channel CLIC-li.	proteomics_liver	LAT	sp|Q99LI2|CLCC1_MOUSE	Chloride channel CLIC-like protein 1  OS=Mus musculus (Mouse) GN=Clcc1 PE=1 SV=1	Q99LI2	0.500200322149201	0.0524976253667828	0	NA	NA	NA	1.25889981456179		0
P28271_Cytoplasmic aconitate hy.	proteomics_liver	LAT	sp|P28271|ACOC_MOUSE	Cytoplasmic aconitate hydratase  OS=Mus musculus (Mouse) GN=Aco1 PE=1 SV=3	P28271	0.297797016749158	0.0528066722964201	0	-0.160085586139612	0.244724360334207	0	1.93234949908718		0
Q9DCC4_Pyrroline-5-carboxylate .	proteomics_liver	LAT	sp|Q9DCC4|P5CR3_MOUSE	Pyrroline-5-carboxylate reductase 3  OS=Mus musculus (Mouse) GN=Pycr3 PE=1 SV=2	Q9DCC4	-0.22271401756511	0.0533916227360531	0	-0.199553876205492	0.130909243586286	0	1.67917502312868		0
Q99KB8_Hydroxyacylglutathione h.	proteomics_liver	LAT	sp|Q99KB8|GLO2_MOUSE	Hydroxyacylglutathione hydrolase, mitochondrial  OS=Mus musculus (Mouse) GN=Hagh PE=1 SV=2	Q99KB8	-0.134498538945003	0.0533916227360531	0	0.243132511292739	0.00212058756451235	1	0.729947444131739		0
Q80WW9_DDRGK domain-containing .	proteomics_liver	LAT	sp|Q80WW9|DDRGK_MOUSE	DDRGK domain-containing protein 1  OS=Mus musculus (Mouse) GN=Ddrgk1 PE=1 SV=2	Q80WW9	0.303439775782788	0.0547200100995759	0	-0.233320836863342	0.0635040715910415	0	0.961076063153095		0
P10639_Thioredoxin	proteomics_liver	LAT	sp|P10639|THIO_MOUSE	Thioredoxin  OS=Mus musculus (Mouse) GN=Txn PE=1 SV=3	P10639	-0.250279651127844	0.0547200100995759	0	-0.120170072412289	0.202683218850261	0	1.85631529761525		0
Q91VD9_NADH-ubiquinone oxidored.	proteomics_liver	LAT	sp|Q91VD9|NDUS1_MOUSE	NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial  OS=Mus musculus (Mouse) GN=Ndufs1 PE=1 SV=2	Q91VD9	0.157363053322044	0.0547200100995759	0	-0.251647211118218	0.000910321818342388	1	1.18321463190337		0
Q9JHK4_Geranylgeranyl transfera.	proteomics_liver	LAT	sp|Q9JHK4|PGTA_MOUSE	Geranylgeranyl transferase type-2 subunit alpha  OS=Mus musculus (Mouse) GN=Rabggta PE=1 SV=1	Q9JHK4	1.36394404102061	0.0548188354276396	0	0.936581248942346	0.25310024695483	0	1.13175930543411		0
Q9JLJ2_4-trimethylaminobutyrald.	proteomics_liver	LAT	sp|Q9JLJ2|AL9A1_MOUSE	4-trimethylaminobutyraldehyde dehydrogenase  OS=Mus musculus (Mouse) GN=Aldh9a1 PE=1 SV=1	Q9JLJ2	-0.159179361258886	0.0550466657996727	0	0.287225555516052	0.00175150834889268	1	0.678844044708832		0
Q9R111_Guanine deaminase	proteomics_liver	LAT	sp|Q9R111|GUAD_MOUSE	Guanine deaminase  OS=Mus musculus (Mouse) GN=Gda PE=1 SV=1	Q9R111	-0.360754693287209	0.0550901300511306	0	1.0120215654576	0.0195733445803535	1	0.346116904556545		0
Q9CXJ1_Probable glutamate--tRNA.	proteomics_liver	LAT	sp|Q9CXJ1|SYEM_MOUSE	Probable glutamate--tRNA ligase, mitochondrial  OS=Mus musculus (Mouse) GN=Ears2 PE=1 SV=1	Q9CXJ1	-0.22897824118218	0.055731652252062	0	0.231005409770006	0.0191482734209136	1	0.886576926549225		0
P51658_Estradiol 17-beta-dehydr.	proteomics_liver	LAT	sp|P51658|DHB2_MOUSE	Estradiol 17-beta-dehydrogenase 2  OS=Mus musculus (Mouse) GN=Hsd17b2 PE=1 SV=2	P51658	-0.288147310086352	0.0584663626559883	0	0.453973124970343	0.00154886942907852	1	1.32067743961588		0
P25444_40S ribosomal protein S2	proteomics_liver	LAT	sp|P25444|RS2_MOUSE	40S ribosomal protein S2  OS=Mus musculus (Mouse) GN=Rps2 PE=1 SV=3	P25444	-0.13830362864315	0.0584663626559883	0	0.0545885876039804	0.463413825664245	0	2.13471066057026		0
P27046_Alpha-mannosidase 2	proteomics_liver	LAT	sp|P27046|MA2A1_MOUSE	Alpha-mannosidase 2  OS=Mus musculus (Mouse) GN=Man2a1 PE=1 SV=2	P27046	0.924645842332314	0.0596767380697507	0	-0.715901115997791	0.0738877385433425	0	1.51627278812067		0
Q9QUH0_Glutaredoxin-1	proteomics_liver	LAT	sp|Q9QUH0|GLRX1_MOUSE	Glutaredoxin-1  OS=Mus musculus (Mouse) GN=Glrx PE=1 SV=3	Q9QUH0	-0.384866258489755	0.0597234797247143	0	0.211163852708058	0.0504250449940124	0	1.81186388534208		0
Q99LB7_Sarcosine dehydrogenase,.	proteomics_liver	LAT	sp|Q99LB7|SARDH_MOUSE	Sarcosine dehydrogenase, mitochondrial  OS=Mus musculus (Mouse) GN=Sardh PE=1 SV=1	Q99LB7	0.297877820506514	0.0604462190260849	0	0.358406579511392	0.0142282328023867	1	1.95477755129255		0
Q9CQA3_Succinate dehydrogenase .	proteomics_liver	LAT	sp|Q9CQA3|SDHB_MOUSE	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial  OS=Mus musculus (Mouse) GN=Sdhb PE=1 SV=1	Q9CQA3	-0.147073243648183	0.0605104454557091	0	-0.108858503285216	0.168036997741751	0	1.41522047148587		0
Q8BJY1_26S proteasome non-ATPas.	proteomics_liver	LAT	sp|Q8BJY1|PSMD5_MOUSE	26S proteasome non-ATPase regulatory subunit 5  OS=Mus musculus (Mouse) GN=Psmd5 PE=1 SV=4	Q8BJY1	-0.145525111462256	0.0610280075711998	0	0.176427095577974	0.0254706909586405	1	0.970036338568675		0
Q9JI39_ATP-binding cassette sub.	proteomics_liver	LAT	sp|Q9JI39|ABCBA_MOUSE	ATP-binding cassette sub-family B member 10, mitochondrial  OS=Mus musculus (Mouse) GN=Abcb10 PE=1 SV=1	Q9JI39	1.37205547541467	0.0610709415622104	0	-0.982132600239456	0.209847747290417	0	1.45661933446477		0
P47199_Quinone oxidoreductase	proteomics_liver	LAT	sp|P47199|QOR_MOUSE	Quinone oxidoreductase  OS=Mus musculus (Mouse) GN=Cryz PE=1 SV=1	P47199	-0.159166929357742	0.0613963499975739	0	0.198328952860756	0.017789048068065	1	0.924626984446483		0
Q02053_Ubiquitin-like modifier-.	proteomics_liver	LAT	sp|Q02053|UBA1_MOUSE	Ubiquitin-like modifier-activating enzyme 1  OS=Mus musculus (Mouse) GN=Uba1 PE=1 SV=1	Q02053	0.309697401697171	0.0617879964801928	0	-0.146737209121479	0.264526409464426	0	1.80249102239776		0
O88456_Calpain small subunit 1	proteomics_liver	LAT	sp|O88456|CPNS1_MOUSE	Calpain small subunit 1  OS=Mus musculus (Mouse) GN=Capns1 PE=1 SV=1	O88456	1.47733111670915	0.0619617607191844	0	-1.09864497122819	0.142025611926752	0	0.807941704014679		0
O55143_Sarcoplasmic/endoplasmic.	proteomics_liver	LAT	sp|O55143|AT2A2_MOUSE	Sarcoplasmic/endoplasmic reticulum calcium ATPase 2  OS=Mus musculus (Mouse) GN=Atp2a2 PE=1 SV=2	O55143	0.394498230357218	0.0619617607191844	0	0.331123173115969	0.0410883197842342	1	1.4380370008482		0
Q8R1G2_Carboxymethylenebutenoli.	proteomics_liver	LAT	sp|Q8R1G2|CMBL_MOUSE	Carboxymethylenebutenolidase homolog  OS=Mus musculus (Mouse) GN=Cmbl PE=1 SV=1	Q8R1G2	-0.25557124563948	0.0627179679339932	0	0.343461565015527	0.00398146080174907	1	1.07602034738761		0
Q9DCX2_ATP synthase subunit d, .	proteomics_liver	LAT	sp|Q9DCX2|ATP5H_MOUSE	ATP synthase subunit d, mitochondrial  OS=Mus musculus (Mouse) GN=Atp5h PE=1 SV=3	Q9DCX2	-0.140631097639666	0.0627179679339932	0	0.0399923089963998	0.641240248353188	0	1.5172888530029		0
Q9CQI3_Glia maturation factor b.	proteomics_liver	LAT	sp|Q9CQI3|GMFB_MOUSE	Glia maturation factor beta  OS=Mus musculus (Mouse) GN=Gmfb PE=1 SV=3	Q9CQI3	-0.284455155900574	0.0627282406913032	0	0.238555736892202	0.0962437623756306	0	1.27548262824366		0
Q02257_Junction plakoglobin	proteomics_liver	LAT	sp|Q02257|PLAK_MOUSE	Junction plakoglobin  OS=Mus musculus (Mouse) GN=Jup PE=1 SV=3	Q02257	0.331072660272319	0.0631099082658196	0	0.702785075112697	0.037608069692015	1	0.988151649579339		0
Q9QZQ1_Afadin	proteomics_liver	LAT	sp|Q9QZQ1|AFAD_MOUSE	Afadin  OS=Mus musculus (Mouse) GN=Afdn PE=1 SV=3	Q9QZQ1	0.895654789930436	0.0633988368800065	0	-0.929216208932495	0.00778675698670517	1	1.22841413820338		0
Q9D7J4_Cytochrome c oxidase ass.	proteomics_liver	LAT	sp|Q9D7J4|COX20_MOUSE	Cytochrome c oxidase assembly protein COX20, mitochondrial  OS=Mus musculus (Mouse) GN=Cox20 PE=1 SV=1	Q9D7J4	0.517224030760449	0.0634187809775423	0	-0.413847140209313	0.0850894850117022	0	1.09771361805089		0
P46656_Adrenodoxin, mitochondri.	proteomics_liver	LAT	sp|P46656|ADX_MOUSE	Adrenodoxin, mitochondrial  OS=Mus musculus (Mouse) GN=Fdx1 PE=1 SV=1	P46656	-0.311687939930806	0.0634187809775423	0	-0.367428904404189	0.00964416264212484	1	1.58109096949295		0
P62880_Guanine nucleotide-bindi.	proteomics_liver	LAT	sp|P62880|GBB2_MOUSE	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2  OS=Mus musculus (Mouse) GN=Gnb2 PE=1 SV=3	P62880	-0.218151616795204	0.0634187809775423	0	0.221016870610658	0.0195965247584415	1	1.40825099646151		0
Q8QZT1_Acetyl-CoA acetyltransfe.	proteomics_liver	LAT	sp|Q8QZT1|THIL_MOUSE	Acetyl-CoA acetyltransferase, mitochondrial  OS=Mus musculus (Mouse) GN=Acat1 PE=1 SV=1	Q8QZT1	-0.156040062000766	0.0634187809775423	0	0.392827178630991	0.00107205735209801	1	0.541131373095192		0
Q8K0G8_Epithelial splicing regu.	proteomics_liver	LAT	sp|Q8K0G8|ESRP2_MOUSE	Epithelial splicing regulatory protein 2  OS=Mus musculus (Mouse) GN=Esrp2 PE=1 SV=1	Q8K0G8	0.322126986910749	0.0636390966884141	0	-0.304723954498016	0.0661795147779302	0	1.22999406107175		0
Q91XE4_N-acyl-aromatic-L-amino .	proteomics_liver	LAT	sp|Q91XE4|ACY3_MOUSE	N-acyl-aromatic-L-amino acid amidohydrolase (carboxylate-forming)  OS=Mus musculus (Mouse) GN=Acy3 PE=1 SV=1	Q91XE4	-0.245762959912646	0.0636390966884141	0	0.104357451249257	0.328817420304975	0	2.04815167093129		0
P39054_Dynamin-2	proteomics_liver	LAT	sp|P39054|DYN2_MOUSE	Dynamin-2  OS=Mus musculus (Mouse) GN=Dnm2 PE=1 SV=2	P39054	0.868338837659049	0.0650966490639003	0	1.64693933887532	0.0166024363662717	1	0.330948597948029		0
P27048_Small nuclear ribonucleo.	proteomics_liver	LAT	sp|P27048|RSMB_MOUSE	Small nuclear ribonucleoprotein-associated protein B  OS=Mus musculus (Mouse) GN=Snrpb PE=1 SV=1	P27048	-0.177339737784717	0.0650966490639003	0	0.182723067407942	0.0298194326299568	1	1.57806685896511		0
Q9WTP6_Adenylate kinase 2, mito.	proteomics_liver	LAT	sp|Q9WTP6|KAD2_MOUSE	Adenylate kinase 2, mitochondrial  OS=Mus musculus (Mouse) GN=Ak2 PE=1 SV=5	Q9WTP6	-0.159551407690358	0.0653209780881451	0	-0.104092585028599	0.154041514878627	0	0.960350029392401		0
P42125_Enoyl-CoA delta isomeras.	proteomics_liver	LAT	sp|P42125|ECI1_MOUSE	Enoyl-CoA delta isomerase 1, mitochondrial  OS=Mus musculus (Mouse) GN=Eci1 PE=1 SV=2	P42125	-0.19827916490318	0.0653627233471264	0	0.112844142908408	0.280097752489016	0	1.33711456946373		0
Q68FL4_Putative adenosylhomocys.	proteomics_liver	LAT	sp|Q68FL4|SAHH3_MOUSE	Putative adenosylhomocysteinase 3  OS=Mus musculus (Mouse) GN=Ahcyl2 PE=1 SV=1	Q68FL4	1.58330322462197	0.0656289922712915	0	1.1324483105752	0.33399778830964	0	1.13371866195032		0
P68372_Tubulin beta-4B chain	proteomics_liver	LAT	sp|P68372|TBB4B_MOUSE	Tubulin beta-4B chain  OS=Mus musculus (Mouse) GN=Tubb4b PE=1 SV=1	P68372	-0.240959726692534	0.0656289922712915	0	-0.130505601937461	0.291735438890103	0	1.73041200109165		0
O09131_Glutathione S-transferas.	proteomics_liver	LAT	sp|O09131|GSTO1_MOUSE	Glutathione S-transferase omega-1  OS=Mus musculus (Mouse) GN=Gsto1 PE=1 SV=2	O09131	-0.229410109383242	0.0662191493931101	0	0.583579362870783	1.69045688667534e-05	1	0.290394285575226		0
Q9DCW4_Electron transfer flavop.	proteomics_liver	LAT	sp|Q9DCW4|ETFB_MOUSE	Electron transfer flavoprotein subunit beta  OS=Mus musculus (Mouse) GN=Etfb PE=1 SV=3	Q9DCW4	-0.17447593164712	0.0662191493931101	0	0.209790699592222	0.0105077625750813	1	1.01479808946569		0
P62305_Small nuclear ribonucleo.	proteomics_liver	LAT	sp|P62305|RUXE_MOUSE	Small nuclear ribonucleoprotein E  OS=Mus musculus (Mouse) GN=Snrpe PE=1 SV=1	P62305	-0.295180771107322	0.0667278098244575	0	0.236031126452659	0.0942636312612161	0	1.03542637436684		0
P32020_Non-specific lipid-trans.	proteomics_liver	LAT	sp|P32020|NLTP_MOUSE	Non-specific lipid-transfer protein  OS=Mus musculus (Mouse) GN=Scp2 PE=1 SV=3	P32020	0.432249460779019	0.0673489089513587	0	-2.49953059218718	1.17978224665985e-09	1	0.0375011976365309		0
Q8VDM4_26S proteasome non-ATPas.	proteomics_liver	LAT	sp|Q8VDM4|PSMD2_MOUSE	26S proteasome non-ATPase regulatory subunit 2  OS=Mus musculus (Mouse) GN=Psmd2 PE=1 SV=1	Q8VDM4	0.291317797551521	0.0680543347036243	0	0.134025643256436	0.155930352842706	0	2.01083040026242		0
P14869_60S acidic ribosomal pro.	proteomics_liver	LAT	sp|P14869|RLA0_MOUSE	60S acidic ribosomal protein P0  OS=Mus musculus (Mouse) GN=Rplp0 PE=1 SV=3	P14869	-0.122631852274068	0.0685218355565836	0	-0.0330718825759249	0.612706508314584	0	2.26767573307749		0
P28656_Nucleosome assembly prot.	proteomics_liver	LAT	sp|P28656|NP1L1_MOUSE	Nucleosome assembly protein 1-like 1  OS=Mus musculus (Mouse) GN=Nap1l1 PE=1 SV=2	P28656	0.269850697805129	0.0689367601249263	0	-0.222493010130069	0.0478449113680984	1	1.35026215819248		0
P38647_Stress-70 protein, mitoc.	proteomics_liver	LAT	sp|P38647|GRP75_MOUSE	Stress-70 protein, mitochondrial  OS=Mus musculus (Mouse) GN=Hspa9 PE=1 SV=3	P38647	0.194329138943861	0.0689367601249263	0	-0.0536023827229108	0.536306278876332	0	2.17321217956016		0
Q8QZS1_3-hydroxyisobutyryl-CoA .	proteomics_liver	LAT	sp|Q8QZS1|HIBCH_MOUSE	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial  OS=Mus musculus (Mouse) GN=Hibch PE=1 SV=1	Q8QZS1	-0.165718759324676	0.0702794298673245	0	0.127543586263783	0.0562298223745226	0	1.43763358987994		0
Q3TXS7_26S proteasome non-ATPas.	proteomics_liver	LAT	sp|Q3TXS7|PSMD1_MOUSE	26S proteasome non-ATPase regulatory subunit 1  OS=Mus musculus (Mouse) GN=Psmd1 PE=1 SV=1	Q3TXS7	0.509516418260429	0.0709506292432426	0	-0.37625502894544	0.0818614671589142	0	1.70676876027467		0
Q9D1D4_Transmembrane emp24 doma.	proteomics_liver	LAT	sp|Q9D1D4|TMEDA_MOUSE	Transmembrane emp24 domain-containing protein 10  OS=Mus musculus (Mouse) GN=Tmed10 PE=1 SV=1	Q9D1D4	-0.187257162908175	0.0715556973190411	0	-0.0227969014098619	0.841146373994144	0	1.70991957033273		0
P26516_26S proteasome non-ATPas.	proteomics_liver	LAT	sp|P26516|PSMD7_MOUSE	26S proteasome non-ATPase regulatory subunit 7  OS=Mus musculus (Mouse) GN=Psmd7 PE=1 SV=2	P26516	0.154933481322256	0.0722169330057227	0	-0.109544577818781	0.103148693983694	0	1.03105355488286		0
O09158_Cytochrome P450 3A25	proteomics_liver	LAT	sp|O09158|CP3AP_MOUSE	Cytochrome P450 3A25  OS=Mus musculus (Mouse) GN=Cyp3a25 PE=1 SV=1	O09158	0.599063717994021	0.0725039380918553	0	0.126509246599998	0.539141466750515	0	1.73772651990284		0
P21107_Tropomyosin alpha-3 chain	proteomics_liver	LAT	sp|P21107|TPM3_MOUSE	Tropomyosin alpha-3 chain  OS=Mus musculus (Mouse) GN=Tpm3 PE=1 SV=3	P21107	-0.20939205228024	0.0725199312583274	0	0.160630174684595	0.0659554005379869	0	1.59673105497756		0
P97351_40S ribosomal protein S3a	proteomics_liver	LAT	sp|P97351|RS3A_MOUSE	40S ribosomal protein S3a  OS=Mus musculus (Mouse) GN=Rps3a PE=1 SV=3	P97351	-0.190035861000744	0.072606125290058	0	0.0744748761046701	0.419411004840139	0	2.24764677124543		0
P63325_40S ribosomal protein S10	proteomics_liver	LAT	sp|P63325|RS10_MOUSE	40S ribosomal protein S10  OS=Mus musculus (Mouse) GN=Rps10 PE=1 SV=1	P63325	-0.160987639968781	0.0727590640511649	0	0.0589246190482555	0.613309061341642	0	1.66798020929888		0
Q8BYH7_TBC1 domain family membe.	proteomics_liver	LAT	sp|Q8BYH7|TBC17_MOUSE	TBC1 domain family member 17  OS=Mus musculus (Mouse) GN=Tbc1d17 PE=1 SV=2	Q8BYH7	0.322566681612578	0.0729577710372866	0	-0.402401863813278	0.00505119047691159	1	1.36103254708496		0
Q61941_NAD(P) transhydrogenase,.	proteomics_liver	LAT	sp|Q61941|NNTM_MOUSE	NAD(P) transhydrogenase, mitochondrial  OS=Mus musculus (Mouse) GN=Nnt PE=1 SV=2	Q61941	0.372998186959062	0.0734331452527558	0	0.286523880228245	0.164588019305119	0	1.97974351311064		0
Q9CQ92_Mitochondrial fission 1 .	proteomics_liver	LAT	sp|Q9CQ92|FIS1_MOUSE	Mitochondrial fission 1 protein  OS=Mus musculus (Mouse) GN=Fis1 PE=1 SV=1	Q9CQ92	-0.257732603275311	0.0735294958841184	0	0.191784345325946	0.0738063072871878	0	1.47926797916156		0
Q62465_Synaptic vesicle membran.	proteomics_liver	LAT	sp|Q62465|VAT1_MOUSE	Synaptic vesicle membrane protein VAT-1 homolog  OS=Mus musculus (Mouse) GN=Vat1 PE=1 SV=3	Q62465	2.78081536847048	0.0738104391120945	0	1.72599871306641	0.172287375358691	0	1.00775423551635		0
P63030_Mitochondrial pyruvate c.	proteomics_liver	LAT	sp|P63030|MPC1_MOUSE	Mitochondrial pyruvate carrier 1  OS=Mus musculus (Mouse) GN=Mpc1 PE=1 SV=1	P63030	-0.30892634837911	0.0740361151394153	0	0.756600804162289	0.000231146015057225	1	0.605876076134801		0
Q9CPQ8_ATP synthase subunit g, .	proteomics_liver	LAT	sp|Q9CPQ8|ATP5L_MOUSE	ATP synthase subunit g, mitochondrial  OS=Mus musculus (Mouse) GN=Atp5l PE=1 SV=1	Q9CPQ8	-0.229064117164615	0.0743033466219419	0	-0.223515750847923	0.018753926245044	1	0.668833229775658		0
Q9WTL7_Acyl-protein thioesteras.	proteomics_liver	LAT	sp|Q9WTL7|LYPA2_MOUSE	Acyl-protein thioesterase 2  OS=Mus musculus (Mouse) GN=Lypla2 PE=1 SV=1	Q9WTL7	0.39429357000941	0.0743274918170306	0	-0.360209524055367	0.0835243387453086	0	1.14605616602124		0
Q63880_Carboxylesterase 3A	proteomics_liver	LAT	sp|Q63880|EST3A_MOUSE	Carboxylesterase 3A  OS=Mus musculus (Mouse) GN=Ces3a PE=1 SV=2	Q63880	0.422688554260926	0.076006257482939	0	-1.09457488114713	7.23916340656876e-06	1	0.315133709536088		0
Q8VCC1_15-hydroxyprostaglandin .	proteomics_liver	LAT	sp|Q8VCC1|PGDH_MOUSE	15-hydroxyprostaglandin dehydrogenase [NAD(+)]  OS=Mus musculus (Mouse) GN=Hpgd PE=1 SV=1	Q8VCC1	-0.327478670107901	0.076006257482939	0	1.44000323904856	0.000596334799806689	1	0.180005470129511		0
Q5XJY5_Coatomer subunit delta	proteomics_liver	LAT	sp|Q5XJY5|COPD_MOUSE	Coatomer subunit delta  OS=Mus musculus (Mouse) GN=Arcn1 PE=1 SV=2	Q5XJY5	-0.168150412469853	0.07654844350417	0	-0.12491917461163	0.0479139407716854	1	1.53581006236241		0
P62281_40S ribosomal protein S11	proteomics_liver	LAT	sp|P62281|RS11_MOUSE	40S ribosomal protein S11  OS=Mus musculus (Mouse) GN=Rps11 PE=1 SV=3	P62281	-0.156506144332724	0.07654844350417	0	-0.0370177965508631	0.461598331106253	0	2.29608559563967		0
O08914_Fatty-acid amide hydrola.	proteomics_liver	LAT	sp|O08914|FAAH1_MOUSE	Fatty-acid amide hydrolase 1  OS=Mus musculus (Mouse) GN=Faah PE=1 SV=1	O08914	0.149973531040757	0.07654844350417	0	-0.125433674204761	0.0835243387453086	0	0.695965399089284		0
P47962_60S ribosomal protein L5	proteomics_liver	LAT	sp|P47962|RL5_MOUSE	60S ribosomal protein L5  OS=Mus musculus (Mouse) GN=Rpl5 PE=1 SV=3	P47962	-0.116850179047955	0.07654844350417	0	0.068282972390616	0.377363872881798	0	2.03354042688458		0
P62702_40S ribosomal protein S4.	proteomics_liver	LAT	sp|P62702|RS4X_MOUSE	40S ribosomal protein S4, X isoform  OS=Mus musculus (Mouse) GN=Rps4x PE=1 SV=2	P62702	-0.0998532007724471	0.07654844350417	0	0.0308770121379816	0.621778270201892	0	2.38973620416687		0.183125403811916
Q99K01_Pyridoxal-dependent deca.	proteomics_liver	LAT	sp|Q99K01|PDXD1_MOUSE	Pyridoxal-dependent decarboxylase domain-containing protein 1  OS=Mus musculus (Mouse) GN=Pdxdc1 PE=1 SV=2	Q99K01	0.637664397285842	0.076656727388312	0	-0.419496661259348	0.21371390175941	0	1.22533808149608		0
Q9CPX8_Cytochrome b-c1 complex .	proteomics_liver	LAT	sp|Q9CPX8|QCR10_MOUSE	Cytochrome b-c1 complex subunit 10  OS=Mus musculus (Mouse) GN=Uqcr11 PE=3 SV=1	Q9CPX8	-0.306715137844176	0.076986383439065	0	-0.510541823620837	0.00378285671118664	1	0.716992428921263		0
Q9CR98_Protein FAM136A	proteomics_liver	LAT	sp|Q9CR98|F136A_MOUSE	Protein FAM136A  OS=Mus musculus (Mouse) GN=Fam136a PE=1 SV=1	Q9CR98	-0.413183590330842	0.0773207896912399	0	-0.278243979177059	0.215445633205826	0	0.881902028459867		0
Q9D7I5_Phospholysine phosphohis.	proteomics_liver	LAT	sp|Q9D7I5|LHPP_MOUSE	Phospholysine phosphohistidine inorganic pyrophosphate phosphatase  OS=Mus musculus (Mouse) GN=Lhpp PE=1 SV=1	Q9D7I5	0.429613752985496	0.0779272299267379	0	0.198477257740496	0.383551492289709	0	1.30998172943718		0
